id,sex,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_violent_recid
136,Male,28,25 - 45,0,4,0,0,0,M,Battery,0
136,Female,34,25 - 45,0,4,0,0,1,F,Battery,0
160,Male,59,Greater than 45,0,9,0,0,14,F,arrest case no charge,0
142,Male,38,25 - 45,0,1,0,0,1,F,Possession of Cocaine,0
142,Male,30,25 - 45,0,4,0,0,0,F,Aggravated Assault w/Firearm,0
142,Male,33,25 - 45,0,2,0,0,3,F,"Poss3,4 Methylenedioxymethcath",0
143,Male,28,25 - 45,0,7,0,0,1,M,Battery,0
143,Male,27,25 - 45,0,2,0,0,1,F,Crim Use of Personal ID Info,0
183,Male,31,25 - 45,0,10,0,0,13,F,arrest case no charge,0
145,Male,49,Greater than 45,0,9,0,0,8,F,arrest case no charge,0
145,Male,46,25 - 45,0,9,0,0,3,M,Battery,0
147,Female,56,25 - 45,0,1,0,0,2,M,Resist/Obstruct W/O Violence,0
147,Male,37,25 - 45,0,3,0,0,6,F,Possession Of Alprazolam,0
147,Female,23,25 - 45,0,4,0,0,2,F,arrest case no charge,0
147,Male,27,25 - 45,0,2,0,0,1,M,arrest case no charge,0
148,Male,25,25 - 45,0,1,0,0,2,F,arrest case no charge,0
150,Female,33,25 - 45,0,2,0,0,2,M,Petit Theft,0
151,Female,22,Less than 25,0,2,0,0,0,M,Battery,0
209,Female,30,25 - 45,0,4,0,0,4,F,Battery on Law Enforc Officer,0
151,Male,28,25 - 45,0,2,0,0,1,M,arrest case no charge,0
151,Female,39,Greater than 45,0,4,0,0,4,F,arrest case no charge,0
151,Female,18,Less than 25,1,10,0,0,1,F,arrest case no charge,0
158,Male,38,25 - 45,0,1,0,0,0,M,Battery,0
224,Male,32,25 - 45,0,6,0,0,11,F,Battery,0
225,Male,33,25 - 45,0,4,0,0,8,M,"Poss 3,4 MDMA (Ecstasy)",0
159,Male,18,Less than 25,0,6,0,0,0,F,Burglary Unoccupied Dwelling,0
159,Female,24,25 - 45,0,6,0,0,0,M,arrest case no charge,0
159,Male,55,Greater than 45,0,1,0,0,1,F,arrest case no charge,0
238,Female,32,25 - 45,0,10,0,0,4,F,arrest case no charge,0
160,Male,26,25 - 45,0,4,0,0,1,F,Grand Theft in the 3rd Degree,0
171,Female,40,Greater than 45,0,2,0,0,1,F,Battery,0
174,Male,49,Less than 25,0,1,0,0,3,M,Battery,0
174,Male,34,25 - 45,1,4,0,0,1,M,,0
174,Male,27,25 - 45,0,7,0,0,1,F,Burglary Conveyance Assault/Bat,0
174,Male,42,Greater than 45,0,2,0,0,2,M,Battery,0
187,Male,20,Less than 25,0,2,0,0,1,F,arrest case no charge,0
187,Female,43,25 - 45,0,6,0,0,6,F,Crim Use of Personal ID Info,0
187,Male,28,25 - 45,0,4,0,0,0,F,Disorderly Intoxication,0
187,Male,21,Less than 25,0,3,0,0,0,F,Battery,0
197,Female,29,25 - 45,0,7,0,0,5,F,Aggravated Assault W/dead Weap,0
197,Male,46,Less than 25,0,1,0,0,2,M,Leave Acc/Attend Veh/More $50,0
199,Male,54,Greater than 45,0,4,0,0,8,F,Possession of Cocaine,0
199,Female,33,25 - 45,0,10,0,0,6,F,Possession of Cocaine,0
199,Male,49,25 - 45,0,1,0,0,1,F,Battery,0
265,Male,28,25 - 45,0,6,0,0,6,M,Resist/Obstruct W/O Violence,0
224,Male,48,25 - 45,0,1,0,0,2,F,Aggravated Assault W/Dead Weap,0
225,Male,51,25 - 45,0,2,0,0,0,F,Possession Of Heroin,0
225,Male,49,Greater than 45,0,1,0,0,0,F,Possession of Cocaine,0
225,Male,22,Less than 25,0,2,0,0,0,F,Burglary Unoccupied Dwelling,0
225,Male,50,Greater than 45,0,1,0,0,1,F,Driving While License Revoked,0
281,Male,66,Greater than 45,0,-1,0,0,3,F,Agg Battery Grt/Bod/Harm,1
287,Male,37,25 - 45,0,9,0,0,2,M,Battery,0
239,Male,39,25 - 45,0,3,0,0,2,F,Felony Driving While Lic Suspd,0
293,Male,23,Less than 25,0,2,0,0,0,F,Possession of Cannabis,0
239,Male,30,25 - 45,0,2,0,0,2,M,Battery,0
239,Female,21,Less than 25,0,4,0,0,1,M,Battery,0
240,Male,44,25 - 45,0,1,0,0,1,F,Aggravated Assault w/Firearm,0
240,Female,33,25 - 45,0,3,0,0,0,M,Resist Officer w/Violence,0
242,Male,39,25 - 45,0,4,0,0,4,M,Battery,0
242,Male,25,25 - 45,0,2,0,0,0,M,Criminal Mischief,0
242,Female,25,25 - 45,0,8,0,0,0,F,Aggrav Battery w/Deadly Weapon,0
311,Male,43,25 - 45,0,4,0,0,11,F,arrest case no charge,0
243,Male,34,25 - 45,0,1,0,0,2,F,Driving While License Revoked,0
243,Male,25,25 - 45,0,4,0,0,2,M,arrest case no charge,0
248,Female,25,25 - 45,0,9,0,0,1,F,arrest case no charge,0
248,Male,34,25 - 45,0,9,0,0,15,F,Possession of Cocaine,0
251,Male,25,25 - 45,0,4,0,0,2,M,Possess Cannabis/20 Grams Or Less,0
251,Male,39,Less than 25,0,6,0,0,3,F,arrest case no charge,0
279,Male,25,25 - 45,0,2,0,0,0,M,Abuse Without Great Harm,0
279,Male,54,25 - 45,0,1,0,0,1,F,arrest case no charge,0
326,Female,51,Greater than 45,0,-1,0,0,0,M,Driving Under The Influence,1
279,Male,45,25 - 45,0,2,0,0,0,M,Battery,0
281,Male,42,25 - 45,0,1,0,0,0,F,arrest case no charge,0
281,Male,27,25 - 45,0,7,0,0,2,F,Grand Theft in the 3rd Degree,0
297,Female,36,25 - 45,0,6,0,0,5,M,Battery,0
335,Male,37,25 - 45,0,-1,0,0,0,M,Battery,0
297,Male,48,Greater than 45,0,9,0,0,11,F,Grand Theft (Motor Vehicle),0
297,Male,21,Less than 25,0,9,0,0,2,F,Robbery / Weapon,0
299,Male,36,25 - 45,0,1,0,0,0,M,Battery,0
299,Male,46,Greater than 45,0,1,0,0,0,F,Burglary With Assault/battery,0
300,Male,46,Greater than 45,0,4,0,0,0,F,Uttering a Forged Instrument,0
300,Male,25,25 - 45,0,1,0,0,1,F,arrest case no charge,0
350,Male,30,25 - 45,0,9,0,2,11,M,Battery,1
300,Male,25,25 - 45,0,4,0,0,1,F,Criminal Mischief,0
301,Male,20,Less than 25,0,4,0,0,0,F,Grand Theft in the 3rd Degree,0
301,Male,27,25 - 45,0,2,0,0,4,F,arrest case no charge,0
310,Male,23,25 - 45,0,4,0,0,4,F,Possession of Cannabis,0
310,Male,29,25 - 45,0,9,1,0,14,F,Aggravated Battery / Pregnant,0
310,Male,24,25 - 45,0,8,1,0,4,M,Possess Cannabis/20 Grams Or Less,0
310,Male,47,Greater than 45,0,1,0,0,1,M,Battery,0
310,Male,23,25 - 45,0,3,0,0,0,F,Grand Theft in the 3rd Degree,0
322,Female,33,25 - 45,0,1,0,0,0,M,Battery,0
322,Female,35,25 - 45,0,2,0,0,3,F,Driving While License Revoked,0
374,Male,36,25 - 45,0,7,0,0,8,F,Felony Driving While Lic Suspd,0
323,Male,27,25 - 45,0,2,0,0,4,F,False Imprisonment,0
376,Male,22,Less than 25,0,9,0,0,3,M,Prowling/Loitering,1
377,Female,24,Less than 25,0,7,0,0,1,M,Battery,0
323,Female,28,25 - 45,0,2,0,0,0,M,Battery,0
337,Male,22,Less than 25,0,8,0,0,0,M,Possess Cannabis/20 Grams Or Less,0
337,Male,26,25 - 45,0,3,0,0,1,M,Battery,0
385,Male,20,Less than 25,0,8,0,0,1,F,Carrying Concealed Firearm,0
337,Male,34,25 - 45,0,1,0,0,0,F,Driving License Suspended,0
337,Male,25,25 - 45,0,4,0,0,4,F,arrest case no charge,0
338,Male,28,25 - 45,0,4,0,0,2,M,arrest case no charge,0
349,Female,33,25 - 45,0,1,0,0,2,F,arrest case no charge,0
349,Male,18,Less than 25,0,8,0,0,0,F,Possession Burglary Tools,0
349,Male,20,Less than 25,0,7,0,1,0,F,"Poss3,4 Methylenedioxymethcath",0
349,Female,46,Greater than 45,0,1,0,0,0,F,Burglary Conveyance Unoccup,0
350,Female,42,Greater than 45,0,2,0,0,0,F,Aggravated Assault W/Dead Weap,0
359,Male,23,25 - 45,0,4,0,0,0,F,Driving While License Revoked,0
405,Male,27,25 - 45,0,6,0,0,0,F,Grand Theft in the 3rd Degree,0
360,Female,20,Less than 25,0,3,0,0,1,F,Possession of Oxycodone,0
360,Male,31,25 - 45,0,10,0,0,2,F,arrest case no charge,0
360,Male,29,25 - 45,0,4,0,0,2,F,arrest case no charge,0
360,Male,36,25 - 45,0,3,0,0,2,M,Battery on Law Enforc Officer,0
379,Female,23,25 - 45,0,2,0,0,0,F,Aggravated Assault W/Dead Weap,0
383,Male,39,25 - 45,0,7,0,0,23,M,Possession of Oxycodone,0
383,Male,38,25 - 45,0,1,0,0,0,F,Felony Battery (Dom Strang),0
383,Male,33,25 - 45,0,1,0,0,3,F,arrest case no charge,0
424,Male,28,25 - 45,0,3,0,0,3,M,Agg Battery Grt/Bod/Harm,0
383,Male,61,Greater than 45,0,1,0,0,1,M,Battery,0
385,Male,40,25 - 45,0,4,0,0,3,F,arrest case no charge,0
430,Male,26,25 - 45,0,8,0,0,1,M,Battery,1
389,Male,30,25 - 45,0,4,0,0,5,M,Battery,0
389,Male,30,25 - 45,0,4,0,0,5,M,Driving License Suspended,0
389,Male,27,25 - 45,0,1,0,0,2,F,arrest case no charge,0
390,Male,22,Less than 25,0,3,0,0,0,F,Failure To Return Hired Vehicle,0
442,Male,33,25 - 45,0,2,0,0,1,M,Driving Under The Influence,0
390,Male,51,Greater than 45,0,3,0,0,2,F,Lve/Scen/Acc/Veh/Prop/Damage,0
392,Male,19,Less than 25,0,6,0,0,0,M,Battery,0
392,Male,19,Less than 25,0,4,0,0,1,F,Burglary With Assault/battery,0
392,Male,54,25 - 45,0,1,0,0,0,F,False Imprisonment,0
398,Male,33,25 - 45,0,3,0,0,5,F,Battery on Law Enforc Officer,0
399,Female,29,25 - 45,0,1,0,0,5,F,Aggrav Battery w/Deadly Weapon,0
399,Male,21,Less than 25,0,3,0,0,0,F,Burglary Conveyance Unoccup,0
399,Male,25,25 - 45,0,1,0,0,0,M,Battery,0
399,Female,37,25 - 45,0,2,0,0,0,F,Possession of Cocaine,0
467,Male,24,Less than 25,0,10,1,0,9,F,Resist Officer w/Violence,0
415,Male,25,25 - 45,0,2,0,0,0,F,Aggrav Battery w/Deadly Weapon,0
415,Female,45,25 - 45,0,1,0,0,0,M,Battery on Law Enforc Officer,0
415,Male,49,Greater than 45,0,1,0,0,0,M,Battery,0
415,Male,26,25 - 45,0,9,0,0,7,F,arrest case no charge,0
415,Male,47,Greater than 45,0,1,0,0,6,F,arrest case no charge,0
435,Male,25,25 - 45,0,4,0,0,8,F,arrest case no charge,0
485,Male,24,Less than 25,0,9,1,0,2,F,Burglary Structure Unoccup,1
489,Male,28,25 - 45,0,2,0,0,2,M,Battery,0
435,Male,39,Greater than 45,0,1,0,0,1,F,Crim Use of Personal ID Info,0
439,Male,19,Less than 25,0,4,1,0,3,F,Grand Theft in the 3rd Degree,0
439,Male,32,25 - 45,0,7,0,0,0,F,Aggrav Battery w/Deadly Weapon,0
442,Female,21,Less than 25,0,3,0,0,1,M,Operating W/O Valid License,0
445,Male,25,25 - 45,0,4,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0
445,Male,32,25 - 45,0,3,0,0,0,M,Viol Injunct Domestic Violence,0
445,Male,22,Less than 25,0,3,0,0,0,F,Grand Theft in the 3rd Degree,0
445,Male,26,25 - 45,0,1,0,0,0,F,Aggravated Assault W/Dead Weap,0
456,Female,27,25 - 45,0,6,0,0,0,M,Battery,0
459,Male,45,25 - 45,0,1,0,0,1,M,Assault,0
459,Male,30,25 - 45,0,1,0,0,3,F,Felony Battery (Dom Strang),0
459,Female,23,25 - 45,0,6,0,0,2,F,arrest case no charge,0
516,Male,32,25 - 45,0,9,1,0,12,F,arrest case no charge,0
459,Male,21,Less than 25,0,6,0,1,1,F,Uttering a Forged Instrument,0
481,Male,41,Greater than 45,0,3,0,0,3,F,Possession Burglary Tools,0
481,Male,33,25 - 45,0,1,0,0,0,F,Possession of Cannabis,0
481,Male,25,25 - 45,0,8,0,0,0,M,Battery,0
481,Male,34,25 - 45,0,1,0,0,0,M,Battery,0
481,Male,19,Less than 25,0,6,0,2,0,F,Possession of Cocaine,0
495,Male,60,Greater than 45,0,1,0,0,0,M,Aggravated Assault W/dead Weap,0
495,Male,19,Less than 25,0,6,0,0,2,F,arrest case no charge,0
497,Male,20,Less than 25,0,4,0,0,0,F,Possession of Cocaine,0
497,Male,43,25 - 45,0,4,0,0,3,F,Grand Theft (Motor Vehicle),0
497,Male,26,25 - 45,0,4,0,1,2,M,Battery,0
499,Male,53,Greater than 45,0,1,0,0,0,M,Battery,0
499,Female,24,25 - 45,0,10,0,0,0,M,,0
543,Male,34,25 - 45,0,4,0,0,2,M,arrest case no charge,0
501,Female,18,Less than 25,1,4,0,0,1,F,arrest case no charge,0
501,Male,32,25 - 45,0,3,0,0,1,F,Felony/Driving Under Influence,0
522,Male,27,25 - 45,0,4,0,0,0,F,Possession of Cocaine,0
524,Male,19,Less than 25,0,3,1,0,1,F,Grand Theft in the 3rd Degree,0
524,Male,50,Greater than 45,0,8,0,0,17,F,arrest case no charge,0
524,Male,30,25 - 45,0,1,0,0,1,M,Battery,0
524,Male,47,Greater than 45,0,1,0,0,1,M,Battery,0
546,Female,22,Less than 25,0,4,0,0,0,F,Aggravated Assault W/Dead Weap,0
546,Male,37,25 - 45,0,1,0,0,1,F,arrest case no charge,0
546,Male,25,25 - 45,0,3,0,0,1,M,Battery,0
546,Male,22,Less than 25,0,4,0,0,1,M,Battery,0
579,Male,22,Greater than 45,0,9,0,0,4,F,Grand Theft in the 3rd Degree,0
547,Male,19,Less than 25,0,7,0,0,3,M,arrest case no charge,0
579,Male,31,25 - 45,0,4,0,0,2,F,Possession of Cannabis,0
580,Male,47,Greater than 45,0,1,0,0,2,F,Felony Driving While Lic Suspd,0
580,Male,53,Greater than 45,0,1,0,0,1,F,arrest case no charge,0
580,Male,26,25 - 45,0,4,0,0,7,F,Possession of Cocaine,0
590,Male,48,Greater than 45,0,8,0,0,23,F,Possession Burglary Tools,1
580,Female,46,Greater than 45,0,1,0,0,0,M,Battery,0
590,Male,25,25 - 45,0,9,0,0,5,F,arrest case no charge,0
594,Male,30,25 - 45,0,3,0,0,3,M,Battery,0
594,Female,25,25 - 45,0,2,0,0,0,F,arrest case no charge,0
594,Male,26,25 - 45,1,4,0,0,2,F,Aggravated Battery / Pregnant,0
594,Male,24,25 - 45,0,7,0,2,6,F,Poss Cocaine/Intent To Del/Sel,0
609,Male,23,25 - 45,0,2,0,0,0,F,Resist Officer w/Violence,0
609,Male,59,Greater than 45,0,1,0,0,2,F,Aggravated Assault W/dead Weap,0
609,Male,49,Greater than 45,0,3,0,0,5,F,Driving While License Revoked,0
609,Male,27,25 - 45,0,8,0,0,9,F,Burglary Dwelling Assault/Batt,1
611,Male,29,25 - 45,0,2,0,0,3,F,Battery on Law Enforc Officer,0
622,Male,53,25 - 45,0,1,0,0,4,F,arrest case no charge,0
622,Male,21,Less than 25,0,3,0,0,1,M,arrest case no charge,0
622,Male,34,25 - 45,0,6,0,0,0,M,Battery,0
622,Male,49,Less than 25,0,1,0,0,0,M,Battery,0
622,Male,20,Less than 25,0,7,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0
630,Male,47,Greater than 45,0,6,0,0,11,F,arrest case no charge,0
630,Male,19,Less than 25,0,3,0,0,0,M,Battery,0
630,Male,20,Less than 25,0,3,0,0,0,F,arrest case no charge,0
630,Female,51,25 - 45,0,1,0,0,2,M,Battery,0
630,Male,37,25 - 45,0,1,0,0,1,F,arrest case no charge,0
624,Male,29,25 - 45,0,6,0,0,0,M,Battery,1
647,Male,26,25 - 45,0,10,0,0,8,F,arrest case no charge,0
647,Male,20,Less than 25,0,7,0,0,3,F,Grand Theft in the 3rd Degree,0
647,Male,33,25 - 45,0,4,0,0,0,F,Crimin Mischief Damage $1000+,0
647,Male,25,25 - 45,0,1,0,0,3,M,Fleeing or Eluding a LEO,0
647,Male,24,25 - 45,0,4,0,0,3,F,Burglary Unoccupied Dwelling,0
660,Male,30,25 - 45,0,1,0,0,0,F,Aggravated Battery / Pregnant,0
660,Male,26,25 - 45,0,6,0,0,2,F,arrest case no charge,0
660,Male,32,25 - 45,0,1,0,0,2,M,Battery,0
660,Female,22,Less than 25,0,4,0,0,0,F,Battery,0
660,Male,30,25 - 45,0,1,0,0,0,M,Battery,0
641,Male,25,25 - 45,0,4,0,0,2,F,arrest case no charge,0
651,Male,28,25 - 45,0,4,0,0,2,M,arrest case no charge,0
662,Male,24,25 - 45,0,1,0,0,1,M,Battery,1
678,Male,54,25 - 45,0,1,0,0,4,F,arrest case no charge,0
678,Female,44,Greater than 45,0,2,0,0,3,F,Aggravated Assault W/Dead Weap,0
678,Male,27,25 - 45,0,1,0,0,1,M,Battery,0
678,Male,34,25 - 45,0,3,0,0,5,F,Possession of Cannabis,0
687,Male,22,Less than 25,0,1,0,0,0,M,Battery,0
688,Male,39,25 - 45,0,2,0,0,15,F,arrest case no charge,0
679,Male,20,Greater than 45,0,8,0,1,0,F,Possession of Cocaine,0
688,Male,27,25 - 45,0,8,0,0,13,M,Possess Cannabis/20 Grams Or Less,0
688,Male,45,Greater than 45,0,8,0,0,15,F,Possession of Cocaine,0
694,Male,28,25 - 45,0,3,0,0,1,F,Agg Battery Grt/Bod/Harm,0
700,Male,26,25 - 45,0,9,1,0,10,F,Aggravated Battery,0
689,Male,25,25 - 45,0,10,0,0,5,F,Possession Of Alprazolam,0
689,Male,55,Greater than 45,0,1,0,0,2,F,Felony DUI (level 3),0
700,Male,37,25 - 45,0,1,0,0,0,F,arrest case no charge,0
707,Male,23,Less than 25,0,6,2,2,6,F,Driving While License Revoked,0
700,Male,48,Greater than 45,0,1,0,0,2,M,Battery,0
700,Male,31,25 - 45,0,2,0,0,1,M,Battery,0
718,Male,20,Less than 25,0,10,0,0,1,F,Felony Petit Theft,1
701,Male,45,Greater than 45,0,1,0,0,0,F,Felony Battery (Dom Strang),0
701,Male,22,Less than 25,0,10,0,0,0,F,"Poss 3,4 MDMA (Ecstasy)",0
703,Male,33,25 - 45,0,2,0,0,3,F,Possession of Cocaine,0
703,Male,41,Less than 25,0,1,0,0,3,F,Drivg While Lic Suspd/Revk/Can,0
703,Male,49,25 - 45,0,1,0,0,0,F,Grand Theft in the 3rd Degree,0
704,Male,31,25 - 45,0,6,0,0,0,F,Burglary Structure Unoccup,0
704,Male,51,Greater than 45,0,1,0,0,1,F,Felony Battery,0
716,Male,26,25 - 45,0,4,0,0,2,M,arrest case no charge,0
737,Female,24,Less than 25,0,9,0,1,6,F,Battery,1
738,Male,21,Less than 25,0,9,0,4,2,M,Assault,0
718,Male,24,25 - 45,0,9,0,0,2,M,arrest case no charge,0
718,Male,24,25 - 45,0,2,0,0,1,F,Expired DL More Than 6 Months,0
718,Female,27,25 - 45,0,2,0,0,0,M,Battery,0
752,Male,29,25 - 45,0,3,0,0,0,M,Battery,1
720,Male,48,Less than 25,0,1,0,0,0,F,Battery,0
754,Male,29,25 - 45,0,3,0,0,4,F,Poss of Firearm by Convic Felo,0
722,Male,52,Greater than 45,0,1,0,0,0,M,Fel Drive License Perm Revoke,0
724,Male,34,25 - 45,0,4,0,0,0,F,Tampering With Physical Evidence,0
760,Male,29,25 - 45,0,7,0,0,4,F,arrest case no charge,1
724,Male,46,Greater than 45,0,3,0,0,19,F,DUI - Enhanced,0
724,Male,25,25 - 45,0,4,0,0,2,F,Possession of Cocaine,0
743,Male,45,Greater than 45,0,1,0,0,1,M,Robbery / Weapon,0
743,Male,31,25 - 45,0,2,0,0,1,F,arrest case no charge,0
743,Male,24,25 - 45,0,7,0,0,1,F,Tampering With Physical Evidence,0
743,Male,46,Greater than 45,0,3,0,0,4,M,Battery,0
743,Male,31,25 - 45,0,2,0,0,12,M,Susp Drivers Lic 1st Offense,0
745,Male,42,Greater than 45,0,4,0,0,12,F,Aggravated Assault w/Firearm,0
752,Female,24,25 - 45,0,2,0,0,0,M,Battery,0
752,Female,42,Greater than 45,0,1,0,0,0,M,Pos Cannabis W/Intent Sel/Del,0
752,Male,27,25 - 45,0,4,0,0,7,M,Battery,0
752,Male,25,25 - 45,0,1,0,0,2,M,Battery,0
757,Male,30,25 - 45,0,3,0,0,2,M,Battery,0
757,Female,30,25 - 45,0,4,0,0,6,F,Burglary Conveyance Unoccup,0
757,Male,23,25 - 45,0,1,0,0,0,M,Possess Cannabis/20 Grams Or Less,0
757,Male,22,Less than 25,0,2,0,0,0,F,Possession of Cocaine,0
800,Male,55,Greater than 45,0,8,0,0,0,M,Pos Cannabis W/Intent Sel/Del,0
760,Male,46,Greater than 45,0,4,0,0,4,M,Fail Register Vehicle,0
764,Male,22,Less than 25,0,2,0,0,0,F,Agg Battery Grt/Bod/Harm,0
769,Male,21,Less than 25,0,9,0,0,0,M,Battery,0
769,Male,25,25 - 45,0,4,1,3,6,F,Felony Battery (Dom Strang),0
769,Male,28,25 - 45,0,2,0,0,0,F,Battery,0
814,Male,32,25 - 45,0,-1,0,0,1,F,arrest case no charge,0
774,Male,33,25 - 45,0,1,0,0,1,F,Crim Use of Personal ID Info,0
774,Male,23,25 - 45,0,3,0,0,0,F,Unemployment Compensatn Fraud,0
774,Male,29,25 - 45,1,10,1,0,19,F,arrest case no charge,0
774,Male,31,25 - 45,0,7,0,0,0,F,Grand Theft in the 3rd Degree,0
825,Male,24,25 - 45,0,10,0,1,9,M,False Ownership Info/Pawn Item,1
775,Male,41,Greater than 45,0,1,0,0,1,M,Battery,0
807,Male,39,25 - 45,0,3,0,0,1,M,Reckless Driving,0
807,Male,25,25 - 45,0,4,0,0,0,F,Battery,0
807,Male,21,Less than 25,0,2,0,0,2,F,Aggrav Battery w/Deadly Weapon,0
807,Female,44,Greater than 45,0,1,0,0,1,F,Battery,0
807,Male,37,25 - 45,0,4,0,0,8,F,arrest case no charge,0
818,Male,51,Greater than 45,0,6,0,0,6,F,Felony Petit Theft,0
820,Male,24,25 - 45,0,6,0,1,3,F,Grand Theft (Motor Vehicle),0
820,Female,42,Greater than 45,0,1,0,0,0,F,Grand Theft in the 3rd Degree,0
850,Male,21,Less than 25,0,4,2,0,3,F,arrest case no charge,1
820,Male,55,Greater than 45,0,1,0,0,1,M,Battery,0
852,Male,22,Less than 25,0,7,1,0,3,F,arrest case no charge,0
821,Male,44,Greater than 45,0,3,0,0,3,M,Battery,0
840,Male,34,25 - 45,0,1,0,0,0,F,Burglary Dwelling Assault/Batt,0
