id,sex,age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_violent_recid
265,Male,24,25 - 45,0,2,0,0,0,M,Battery on a Person Over 65,0
265,Male,52,25 - 45,0,1,0,0,1,F,arrest case no charge,0
326,Female,51,Greater than 45,0,-1,0,0,0,M,Driving Under The Influence,0
265,Male,43,25 - 45,0,2,0,0,0,M,Battery,0
265,Male,41,Greater than 45,0,1,0,0,0,F,Possession Of Alprazolam,0
265,Female,26,25 - 45,0,7,0,0,2,F,Burglary Unoccupied Dwelling,0
281,Male,35,25 - 45,0,6,0,0,5,M,Battery,0
335,Male,37,25 - 45,0,-1,0,0,0,M,Battery,0
281,Male,46,Less than 25,0,9,0,0,11,F,Grand Theft (Motor Vehicle),0
281,Male,20,Less than 25,0,9,0,0,2,F,Robbery / Weapon,0
281,Male,35,25 - 45,0,1,0,0,0,M,Battery,0
281,Male,44,25 - 45,0,1,0,0,0,F,Possess Cannabis/20 Grams Or Less,0
287,Male,44,25 - 45,0,4,0,0,0,F,Uttering a Forged Instrument,0
287,Male,24,25 - 45,0,1,0,0,1,F,arrest case no charge,0
350,Male,30,Less than 25,0,9,0,2,11,M,Battery,0
287,Male,24,25 - 45,0,4,0,0,1,F,Criminal Mischief,0
287,Male,20,Less than 25,0,4,0,0,0,F,arrest case no charge,0
287,Male,26,25 - 45,0,2,0,0,4,F,arrest case no charge,0
293,Male,22,25 - 45,0,4,0,0,4,F,Possession of Cannabis,0
293,Male,28,25 - 45,0,9,1,0,14,F,Aggravated Battery / Pregnant,0
293,Male,23,25 - 45,0,8,1,0,4,M,Possess Cannabis/20 Grams Or Less,0
293,Male,45,25 - 45,0,1,0,0,1,M,Battery,0
293,Male,22,25 - 45,0,3,0,0,0,F,Possession of Cocaine,0
311,Male,32,25 - 45,0,1,0,0,0,M,Battery,0
311,Female,34,25 - 45,0,2,0,0,3,F,Driving While License Revoked,0
374,Male,36,25 - 45,0,7,0,0,8,F,Felony Driving While Lic Suspd,0
311,Male,26,25 - 45,0,2,0,0,4,F,False Imprisonment,0
376,Male,22,25 - 45,0,9,0,0,3,M,arrest case no charge,0
377,Female,24,25 - 45,0,7,0,0,1,M,Battery,0
311,Female,27,25 - 45,0,2,0,0,0,M,Battery,0
326,Male,21,Less than 25,0,8,0,0,0,M,Possess Cannabis/20 Grams Or Less,0
326,Male,25,25 - 45,0,3,0,0,1,M,Battery,0
385,Male,20,Less than 25,0,8,0,0,1,F,arrest case no charge,0
326,Male,33,25 - 45,0,1,0,0,0,F,Possession of Cocaine,0
326,Male,24,25 - 45,0,4,0,0,4,F,arrest case no charge,0
326,Male,27,25 - 45,0,4,0,0,2,M,arrest case no charge,0
335,Male,32,25 - 45,0,1,0,0,2,F,arrest case no charge,0
335,Male,18,Less than 25,0,8,0,0,0,F,Possession of Cocaine,0
335,Male,20,Less than 25,0,7,0,1,0,F,Pos Cannabis W/Intent Sel/Del,0
335,Female,44,25 - 45,0,1,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0
335,Female,41,Greater than 45,0,2,0,0,0,F,Aggravated Assault W/Dead Weap,0
350,Male,22,25 - 45,0,4,0,0,0,F,arrest case no charge,0
405,Male,27,25 - 45,0,6,0,0,0,F,Grand Theft in the 3rd Degree,0
350,Female,20,Less than 25,0,3,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0
350,Male,30,25 - 45,0,10,0,0,2,F,arrest case no charge,0
350,Male,28,25 - 45,0,4,0,0,2,F,arrest case no charge,0
350,Male,35,25 - 45,0,3,0,0,2,M,Battery on Law Enforc Officer,0
374,Female,22,25 - 45,0,2,0,0,0,F,Aggravated Assault W/Dead Weap,0
374,Male,38,25 - 45,0,7,0,0,23,M,Battery,0
374,Male,37,25 - 45,0,1,0,0,0,F,Felony Battery (Dom Strang),0
374,Male,32,25 - 45,0,1,0,0,3,F,arrest case no charge,0
424,Male,28,25 - 45,0,3,0,0,3,M,Battery,0
374,Male,59,25 - 45,0,1,0,0,1,M,Battery,0
376,Male,39,Less than 25,0,4,0,0,3,F,arrest case no charge,0
430,Male,26,25 - 45,0,8,0,0,1,M,Battery,0
376,Male,29,25 - 45,0,4,0,0,5,M,Battery,0
376,Male,29,25 - 45,0,4,0,0,5,M,arrest case no charge,0
376,Male,26,25 - 45,0,1,0,0,2,F,arrest case no charge,0
377,Male,21,Less than 25,0,3,0,0,0,F,Failure To Return Hired Vehicle,0
442,Male,33,25 - 45,0,2,0,0,1,M,Driving Under The Influence,0
377,Male,49,Greater than 45,0,3,0,0,2,F,Failure To Return Hired Vehicle,0
377,Male,19,Less than 25,0,6,0,0,0,M,Battery,0
377,Male,19,Less than 25,0,4,0,0,1,F,arrest case no charge,0
377,Male,52,Greater than 45,0,1,0,0,0,F,False Imprisonment,0
385,Male,32,25 - 45,0,3,0,0,5,F,Battery on Law Enforc Officer,0
385,Male,28,25 - 45,0,1,0,0,5,F,Aggrav Battery w/Deadly Weapon,0
385,Male,20,Less than 25,0,3,0,0,0,F,Burglary Conveyance Unoccup,0
385,Male,24,25 - 45,0,1,0,0,0,M,Battery,0
385,Female,36,25 - 45,0,2,0,0,0,F,Possession of Cocaine,0
467,Male,24,Less than 25,0,10,1,0,9,F,Resist Officer w/Violence,0
405,Male,24,25 - 45,0,2,0,0,0,F,Aggrav Battery w/Deadly Weapon,0
405,Female,43,Greater than 45,0,1,0,0,0,M,Battery on Law Enforc Officer,0
405,Male,47,Greater than 45,0,1,0,0,0,M,Battery,0
405,Male,25,25 - 45,0,9,0,0,7,F,arrest case no charge,0
405,Male,45,Greater than 45,0,1,0,0,6,F,arrest case no charge,0
424,Male,24,25 - 45,0,4,0,0,8,F,arrest case no charge,0
485,Male,24,Less than 25,0,9,1,0,2,F,Burglary Structure Unoccup,0
489,Male,28,25 - 45,0,2,0,0,2,M,Tampering With Physical Evidence,0
424,Male,38,25 - 45,0,1,0,0,1,F,Crim Use of Personal ID Info,0
424,Male,19,Less than 25,0,4,1,0,3,F,Grand Theft in the 3rd Degree,0
424,Male,31,25 - 45,0,7,0,0,0,F,Aggrav Battery w/Deadly Weapon,0
430,Male,20,Less than 25,0,3,0,0,1,M,Operating W/O Valid License,0
430,Male,24,25 - 45,0,4,0,0,1,F,Pos Cannabis W/Intent Sel/Del,0
430,Male,31,25 - 45,0,3,0,0,0,M,Viol Injunct Domestic Violence,0
430,Male,21,Less than 25,0,3,0,0,0,F,Grand Theft in the 3rd Degree,0
430,Male,25,25 - 45,0,1,0,0,0,F,Aggravated Assault W/Dead Weap,0
442,Female,26,25 - 45,0,6,0,0,0,M,Battery,0
442,Male,43,Greater than 45,0,1,0,0,1,M,Assault,0
442,Male,29,25 - 45,0,1,0,0,3,F,Felony Battery (Dom Strang),0
442,Female,22,25 - 45,0,6,0,0,2,F,arrest case no charge,0
516,Male,32,25 - 45,0,9,1,0,12,M,arrest case no charge,0
442,Male,20,Less than 25,0,6,0,1,1,F,Battery,0
467,Male,40,Greater than 45,0,3,0,0,3,F,Burglary Dwelling Assault/Batt,0
467,Male,32,25 - 45,0,1,0,0,0,F,Battery,0
467,Male,24,25 - 45,0,8,0,0,0,M,Battery,0
467,Male,33,25 - 45,0,1,0,0,0,M,Battery,0
467,Male,19,Less than 25,0,6,0,2,0,F,Possession of Cocaine,0
485,Male,58,25 - 45,0,1,0,0,0,M,Battery,0
485,Male,19,Less than 25,0,6,0,0,2,F,arrest case no charge,0
485,Male,20,Less than 25,0,4,0,0,0,F,Possession of Cocaine,0
485,Male,42,25 - 45,0,4,0,0,3,F,Grand Theft (Motor Vehicle),0
485,Male,25,25 - 45,0,4,0,1,2,M,Battery,0
489,Female,51,25 - 45,0,1,0,0,0,M,Battery,0
489,Female,23,25 - 45,0,10,0,0,0,M,,0
543,Male,34,25 - 45,0,4,0,0,2,M,arrest case no charge,0
489,Female,18,Less than 25,1,4,0,0,1,F,arrest case no charge,0
489,Male,31,25 - 45,0,3,0,0,1,F,Felony/Driving Under Influence,0
516,Male,26,25 - 45,0,4,0,0,0,F,Possession of Cocaine,0
516,Male,19,Less than 25,0,3,1,0,1,F,Grand Theft (Motor Vehicle),0
516,Male,48,Greater than 45,0,8,0,0,17,F,arrest case no charge,0
516,Male,29,25 - 45,0,1,0,0,1,M,Battery,0
516,Male,45,Greater than 45,0,1,0,0,1,M,Battery,0
543,Male,21,Less than 25,0,4,0,0,0,F,Aggravated Assault W/Dead Weap,0
543,Male,36,25 - 45,0,1,0,0,1,F,arrest case no charge,0
543,Male,24,25 - 45,0,3,0,0,1,M,Battery,0
543,Male,21,Less than 25,0,4,0,0,1,M,Carrying Concealed Firearm,0
579,Male,22,Less than 25,0,9,0,0,4,F,Grand Theft in the 3rd Degree,0
543,Male,19,Less than 25,0,7,0,0,3,M,arrest case no charge,0
579,Male,30,25 - 45,0,4,0,0,2,F,Driving While License Revoked,0
579,Male,45,25 - 45,0,1,0,0,2,F,Felony Driving While Lic Suspd,0
579,Male,51,Greater than 45,0,1,0,0,1,F,arrest case no charge,0
579,Male,25,25 - 45,0,4,0,0,7,F,Possession of Cocaine,0
590,Male,48,Greater than 45,0,8,0,0,23,F,arrest case no charge,0
579,Male,44,25 - 45,0,1,0,0,0,M,Battery,0
590,Male,24,25 - 45,0,9,0,0,5,F,arrest case no charge,0
590,Male,29,25 - 45,0,3,0,0,3,M,Battery,0
590,Male,24,25 - 45,0,2,0,0,0,F,arrest case no charge,0
590,Male,25,25 - 45,1,4,0,0,2,F,Aggravated Battery / Pregnant,0
590,Male,23,25 - 45,0,7,0,2,6,F,Poss Cocaine/Intent To Del/Sel,0
609,Male,22,25 - 45,0,2,0,0,0,F,Resist Officer w/Violence,0
609,Male,57,Greater than 45,0,1,0,0,2,F,Aggravated Assault W/dead Weap,0
609,Male,47,Greater than 45,0,3,0,0,5,F,Driving While License Revoked,0
609,Male,27,25 - 45,0,8,0,0,9,F,Battery,0
609,Male,28,25 - 45,0,2,0,0,3,F,Battery on Law Enforc Officer,0
622,Male,51,Greater than 45,0,1,0,0,4,F,arrest case no charge,0
622,Male,20,Less than 25,0,3,0,0,1,M,Exposes Culpable Negligence,0
622,Male,33,25 - 45,0,6,0,0,0,M,arrest case no charge,0
622,Male,47,Greater than 45,0,1,0,0,0,M,Battery,0
622,Male,20,Less than 25,0,7,0,0,0,F,Battery,0
630,Male,45,Greater than 45,0,6,0,0,11,F,arrest case no charge,0
630,Male,19,Less than 25,0,3,0,0,0,M,Battery,0
630,Male,20,Less than 25,0,3,0,0,0,F,Leaving the Scene of Accident,0
630,Male,49,25 - 45,0,1,0,0,2,M,Susp Drivers Lic 1st Offense,0
630,Male,36,25 - 45,0,1,0,0,1,F,arrest case no charge,0
622,Male,29,25 - 45,0,6,0,0,0,M,Battery,0
647,Male,25,25 - 45,0,10,0,0,8,F,arrest case no charge,0
647,Male,20,Less than 25,0,7,0,0,3,F,Grand Theft in the 3rd Degree,0
647,Male,32,25 - 45,0,4,0,0,0,F,Crimin Mischief Damage $1000+,0
647,Male,24,25 - 45,0,1,0,0,3,M,Fleeing or Eluding a LEO,0
647,Male,23,25 - 45,0,4,0,0,3,F,Burglary Unoccupied Dwelling,0
660,Male,29,25 - 45,0,1,0,0,0,F,Aggravated Battery / Pregnant,0
660,Male,25,25 - 45,0,6,0,0,2,F,arrest case no charge,0
660,Male,31,25 - 45,0,1,0,0,2,M,Battery,0
660,Male,21,Less than 25,0,4,0,0,0,F,Poss Contr Subst W/o Prescript,0
660,Male,29,25 - 45,0,1,0,0,0,M,Grand Theft in the 3rd Degree,0
630,Male,25,25 - 45,0,4,0,0,2,F,arrest case no charge,0
647,Male,28,25 - 45,0,4,0,0,2,M,arrest case no charge,0
660,Male,24,Less than 25,0,1,0,0,1,M,Battery,0
678,Male,52,Greater than 45,0,1,0,0,4,F,arrest case no charge,0
678,Male,42,Greater than 45,0,2,0,0,3,F,Aggravated Assault W/Dead Weap,0
678,Male,26,25 - 45,0,1,0,0,1,M,Battery,0
678,Male,33,25 - 45,0,3,0,0,5,F,Possession of Cannabis,0
688,Male,21,Less than 25,0,1,0,0,0,M,Battery,0
688,Male,38,25 - 45,0,2,0,0,15,F,arrest case no charge,0
678,Male,20,Less than 25,0,8,0,1,0,F,arrest case no charge,0
688,Male,27,25 - 45,0,8,0,0,13,M,Possess Cannabis/20 Grams Or Less,0
688,Male,43,Greater than 45,0,8,0,0,15,F,Possession of Cocaine,0
694,Male,28,25 - 45,0,3,0,0,1,F,Agg Battery Grt/Bod/Harm,0
700,Male,26,25 - 45,0,9,1,0,10,F,Aggravated Battery,0
688,Male,24,25 - 45,0,10,0,0,5,F,Possession Of Alprazolam,0
688,Male,53,Greater than 45,0,1,0,0,2,F,Felony DUI (level 3),0
694,Male,36,25 - 45,0,1,0,0,0,F,Possession of Cannabis,0
707,Male,23,Less than 25,0,6,2,2,6,F,Driving While License Revoked,0
694,Male,46,Greater than 45,0,1,0,0,2,M,Battery,0
694,Male,30,25 - 45,0,2,0,0,1,M,Battery,0
718,Male,20,25 - 45,0,10,0,0,1,F,arrest case no charge,0
694,Male,43,Less than 25,0,1,0,0,0,F,Felony Battery (Dom Strang),0
694,Male,21,Less than 25,0,10,0,0,0,F,"Poss 3,4 MDMA (Ecstasy)",0
700,Male,32,25 - 45,0,2,0,0,3,F,Possession of Cocaine,0
700,Male,40,25 - 45,0,1,0,0,3,F,Drivg While Lic Suspd/Revk/Can,0
700,Male,47,25 - 45,0,1,0,0,0,F,Battery,0
700,Male,30,25 - 45,0,6,0,0,0,F,Burglary Structure Unoccup,0
700,Male,49,25 - 45,0,1,0,0,1,F,Possession Burglary Tools,0
707,Male,25,25 - 45,0,4,0,0,2,M,Possession Of Alprazolam,0
737,Female,24,Less than 25,0,9,0,1,6,F,Poss Contr Subst W/o Prescript,0
738,Male,21,Less than 25,0,9,0,4,2,M,Battery,0
707,Male,23,25 - 45,0,9,0,0,2,M,arrest case no charge,0
707,Male,23,25 - 45,0,2,0,0,1,F,Burglary Unoccupied Dwelling,0
707,Female,26,25 - 45,0,2,0,0,0,M,arrest case no charge,0
752,Male,29,25 - 45,0,3,0,0,0,M,Battery,0
707,Male,46,25 - 45,0,1,0,0,0,M,Battery,0
754,Male,29,25 - 45,0,3,0,0,4,F,Resist/Obstruct W/O Violence,0
718,Male,50,25 - 45,0,1,0,0,0,M,arrest case no charge,0
718,Male,33,25 - 45,0,4,0,0,0,F,Tampering With Physical Evidence,0
760,Male,29,25 - 45,0,7,0,0,4,F,arrest case no charge,0
718,Male,44,Greater than 45,0,3,0,0,19,F,Viol Injunct Domestic Violence,0
718,Male,24,25 - 45,0,4,0,0,2,F,Possession of Cocaine,0
737,Male,43,25 - 45,0,1,0,0,1,M,arrest case no charge,0
737,Male,30,25 - 45,0,2,0,0,1,F,arrest case no charge,0
737,Male,23,25 - 45,0,7,0,0,1,F,Tampering With Physical Evidence,0
737,Male,44,25 - 45,0,3,0,0,4,M,Battery,0
737,Female,30,25 - 45,0,2,0,0,12,M,Susp Drivers Lic 1st Offense,0
738,Male,41,25 - 45,0,4,0,0,12,F,Aggravated Assault w/Firearm,0
738,Female,23,25 - 45,0,2,0,0,0,M,Battery,0
738,Female,41,25 - 45,0,1,0,0,0,M,Felony Battery (Dom Strang),0
738,Male,26,25 - 45,0,4,0,0,7,M,Battery,0
738,Male,24,25 - 45,0,1,0,0,2,M,Battery,0
752,Male,29,25 - 45,0,3,0,0,2,M,Battery,0
752,Female,29,25 - 45,0,4,0,0,6,F,Burglary Conveyance Unoccup,0
752,Male,22,25 - 45,0,1,0,0,0,M,Possess Cannabis/20 Grams Or Less,0
752,Male,21,Less than 25,0,2,0,0,0,F,Possession of Cocaine,0
800,Male,55,Greater than 45,0,8,0,0,0,M,,0
752,Male,44,25 - 45,0,4,0,0,4,M,Fail Register Vehicle,0
754,Male,21,Less than 25,0,2,0,0,0,F,Agg Battery Grt/Bod/Harm,0
754,Male,20,Less than 25,0,9,0,0,0,M,Battery,0
754,Male,24,25 - 45,0,4,1,3,6,F,Agg Assault W/int Com Fel Dome,0
754,Male,27,25 - 45,0,2,0,0,0,F,Grand Theft in the 3rd Degree,0
814,Male,32,25 - 45,0,-1,0,0,1,F,arrest case no charge,0
760,Male,32,25 - 45,0,1,0,0,1,F,Crim Use of Personal ID Info,0
760,Male,22,25 - 45,0,3,0,0,0,F,Battery,0
760,Male,28,25 - 45,1,10,1,0,19,F,arrest case no charge,0
760,Male,30,25 - 45,0,7,0,0,0,F,Grand Theft in the 3rd Degree,0
825,Male,24,Less than 25,0,10,0,1,9,M,Disorderly Conduct,0
760,Male,40,Less than 25,0,1,0,0,1,M,Battery,0
800,Male,38,25 - 45,0,3,0,0,1,M,Reckless Driving,0
800,Male,24,25 - 45,0,4,0,0,0,F,Battery,0
800,Male,20,Less than 25,0,2,0,0,2,F,arrest case no charge,0
800,Male,42,Greater than 45,0,1,0,0,1,F,Grand Theft (Motor Vehicle),0
800,Male,36,25 - 45,0,4,0,0,8,F,arrest case no charge,0
814,Male,49,25 - 45,0,6,0,0,6,F,Felony Petit Theft,0
814,Male,23,25 - 45,0,6,0,1,3,F,Grand Theft (Motor Vehicle),0
814,Male,41,25 - 45,0,1,0,0,0,F,Battery on Law Enforc Officer,0
850,Male,21,Less than 25,0,4,2,0,3,F,arrest case no charge,0
814,Male,53,25 - 45,0,1,0,0,1,M,Robbery Sudd Snatch No Weapon,0
852,Male,22,Less than 25,0,7,1,0,3,F,arrest case no charge,0
814,Male,42,Greater than 45,0,3,0,0,3,M,Battery,0
825,Male,33,25 - 45,0,1,0,0,0,F,Burglary Dwelling Assault/Batt,0
825,Male,35,25 - 45,0,6,0,0,1,F,Battery,0
