age,education-num,race,capital-gain,capital-loss,hours-per-week,income-per-year
76.0,14.0,1.0,0.0,0.0,10.0,<=50K
62.0,9.0,1.0,0.0,0.0,45.0,<=50K
43.0,10.0,1.0,0.0,1876.0,50.0,>50K
58.0,9.0,1.0,0.0,0.0,40.0,<=50K
66.0,9.0,1.0,2036.0,0.0,55.0,<=50K
42.0,10.0,1.0,0.0,0.0,50.0,<=50K
26.0,13.0,1.0,0.0,0.0,40.0,<=50K
47.0,11.0,1.0,0.0,0.0,40.0,<=50K
55.0,6.0,1.0,0.0,0.0,40.0,<=50K
53.0,9.0,1.0,0.0,0.0,40.0,<=50K
17.0,3.0,1.0,0.0,0.0,48.0,<=50K
30.0,9.0,1.0,0.0,0.0,40.0,<=50K
49.0,14.0,1.0,0.0,0.0,60.0,<=50K
19.0,9.0,1.0,0.0,0.0,30.0,<=50K
46.0,9.0,1.0,0.0,0.0,40.0,<=50K
26.0,12.0,1.0,0.0,0.0,40.0,<=50K
38.0,11.0,1.0,7298.0,0.0,40.0,>50K
36.0,9.0,1.0,7298.0,0.0,40.0,>50K
33.0,9.0,1.0,0.0,0.0,20.0,<=50K
22.0,10.0,1.0,0.0,0.0,40.0,<=50K
43.0,13.0,1.0,0.0,0.0,42.0,<=50K
56.0,12.0,1.0,0.0,0.0,25.0,<=50K
31.0,13.0,1.0,0.0,0.0,25.0,<=50K
33.0,13.0,1.0,0.0,0.0,40.0,>50K
26.0,9.0,1.0,0.0,0.0,40.0,<=50K
33.0,13.0,1.0,0.0,0.0,40.0,>50K
46.0,7.0,1.0,0.0,0.0,30.0,<=50K
38.0,9.0,1.0,0.0,0.0,40.0,>50K
67.0,7.0,1.0,0.0,0.0,40.0,<=50K
40.0,11.0,1.0,0.0,0.0,40.0,>50K
42.0,9.0,1.0,0.0,0.0,35.0,<=50K
26.0,5.0,1.0,0.0,0.0,40.0,<=50K
36.0,6.0,1.0,0.0,0.0,24.0,<=50K
62.0,14.0,1.0,0.0,0.0,40.0,>50K
43.0,13.0,1.0,0.0,0.0,45.0,<=50K
43.0,13.0,1.0,0.0,1564.0,45.0,>50K
22.0,9.0,1.0,0.0,0.0,55.0,<=50K
28.0,9.0,1.0,0.0,0.0,40.0,<=50K
56.0,10.0,1.0,0.0,0.0,45.0,<=50K
22.0,12.0,1.0,0.0,0.0,15.0,<=50K
57.0,13.0,1.0,0.0,0.0,45.0,>50K
39.0,9.0,1.0,0.0,0.0,40.0,<=50K
26.0,10.0,1.0,0.0,0.0,15.0,<=50K
17.0,7.0,1.0,0.0,0.0,10.0,<=50K
40.0,11.0,1.0,0.0,0.0,38.0,>50K
46.0,9.0,1.0,0.0,0.0,40.0,<=50K
45.0,9.0,1.0,0.0,0.0,40.0,<=50K
20.0,10.0,1.0,0.0,0.0,10.0,<=50K
33.0,9.0,1.0,0.0,0.0,40.0,<=50K
23.0,10.0,1.0,0.0,0.0,40.0,<=50K
46.0,14.0,1.0,0.0,0.0,30.0,<=50K
38.0,9.0,1.0,0.0,0.0,50.0,<=50K
53.0,9.0,1.0,0.0,0.0,40.0,<=50K
46.0,3.0,1.0,0.0,2339.0,45.0,<=50K
25.0,10.0,1.0,0.0,0.0,40.0,<=50K
46.0,10.0,1.0,0.0,0.0,40.0,<=50K
36.0,10.0,1.0,0.0,0.0,40.0,<=50K
23.0,9.0,1.0,0.0,0.0,25.0,<=50K
29.0,9.0,1.0,0.0,0.0,40.0,<=50K
44.0,10.0,1.0,0.0,2415.0,6.0,>50K
19.0,10.0,1.0,0.0,0.0,20.0,<=50K
19.0,9.0,1.0,0.0,0.0,40.0,<=50K
35.0,9.0,1.0,0.0,0.0,40.0,>50K
27.0,13.0,1.0,0.0,0.0,50.0,<=50K
46.0,12.0,1.0,0.0,0.0,40.0,<=50K
34.0,9.0,1.0,0.0,0.0,35.0,<=50K
44.0,10.0,1.0,0.0,0.0,40.0,<=50K
45.0,10.0,1.0,0.0,0.0,40.0,<=50K
25.0,13.0,1.0,0.0,0.0,55.0,>50K
52.0,13.0,1.0,0.0,0.0,50.0,>50K
20.0,10.0,1.0,0.0,0.0,40.0,<=50K
28.0,10.0,1.0,0.0,0.0,40.0,<=50K
50.0,13.0,1.0,0.0,0.0,40.0,>50K
34.0,11.0,1.0,0.0,0.0,64.0,<=50K
28.0,4.0,1.0,0.0,2339.0,40.0,<=50K
41.0,14.0,1.0,0.0,1977.0,64.0,>50K
28.0,9.0,1.0,0.0,0.0,40.0,<=50K
46.0,9.0,1.0,0.0,0.0,25.0,<=50K
32.0,10.0,1.0,0.0,0.0,50.0,<=50K
42.0,10.0,1.0,0.0,0.0,24.0,<=50K
24.0,9.0,1.0,0.0,0.0,40.0,<=50K
33.0,10.0,1.0,0.0,0.0,40.0,<=50K
46.0,16.0,1.0,15024.0,0.0,60.0,>50K
31.0,10.0,1.0,0.0,0.0,40.0,<=50K
35.0,7.0,1.0,0.0,0.0,50.0,>50K
52.0,2.0,1.0,0.0,0.0,40.0,<=50K
30.0,7.0,1.0,0.0,0.0,20.0,<=50K
35.0,7.0,1.0,0.0,0.0,40.0,<=50K
34.0,9.0,1.0,0.0,0.0,40.0,<=50K
20.0,10.0,1.0,0.0,0.0,30.0,<=50K
17.0,7.0,1.0,2174.0,0.0,20.0,<=50K
32.0,13.0,1.0,0.0,0.0,40.0,>50K
29.0,9.0,1.0,0.0,0.0,40.0,<=50K
33.0,6.0,1.0,0.0,0.0,35.0,<=50K
25.0,9.0,1.0,0.0,0.0,60.0,<=50K
36.0,14.0,1.0,0.0,1408.0,40.0,<=50K
23.0,9.0,1.0,0.0,0.0,72.0,<=50K
63.0,9.0,1.0,0.0,0.0,40.0,>50K
47.0,14.0,1.0,0.0,0.0,40.0,<=50K
40.0,13.0,1.0,2174.0,0.0,40.0,<=50K
30.0,12.0,1.0,0.0,0.0,25.0,>50K
27.0,10.0,1.0,0.0,2057.0,40.0,<=50K
33.0,14.0,1.0,0.0,0.0,50.0,>50K
35.0,9.0,1.0,3908.0,0.0,60.0,<=50K
34.0,10.0,1.0,0.0,0.0,40.0,<=50K
23.0,10.0,1.0,0.0,0.0,40.0,<=50K
42.0,10.0,1.0,0.0,0.0,40.0,<=50K
29.0,13.0,1.0,0.0,0.0,40.0,<=50K
45.0,9.0,1.0,0.0,0.0,28.0,<=50K
24.0,9.0,1.0,0.0,0.0,40.0,<=50K
44.0,10.0,1.0,0.0,0.0,40.0,>50K
27.0,5.0,1.0,0.0,0.0,40.0,<=50K
20.0,10.0,1.0,0.0,0.0,35.0,<=50K
45.0,9.0,1.0,0.0,0.0,40.0,<=50K
52.0,9.0,1.0,0.0,0.0,40.0,<=50K
20.0,9.0,1.0,0.0,0.0,40.0,<=50K
19.0,9.0,1.0,0.0,0.0,40.0,<=50K
45.0,10.0,1.0,0.0,0.0,55.0,>50K
60.0,9.0,1.0,0.0,0.0,40.0,>50K
44.0,9.0,1.0,0.0,0.0,40.0,>50K
41.0,12.0,1.0,0.0,0.0,40.0,>50K
30.0,9.0,1.0,0.0,0.0,40.0,<=50K
39.0,10.0,1.0,0.0,0.0,54.0,<=50K
23.0,9.0,1.0,0.0,0.0,60.0,<=50K
44.0,12.0,1.0,0.0,0.0,40.0,<=50K
56.0,9.0,1.0,0.0,0.0,40.0,<=50K
32.0,13.0,1.0,0.0,0.0,50.0,<=50K
50.0,2.0,1.0,0.0,0.0,40.0,<=50K
24.0,13.0,1.0,0.0,0.0,20.0,<=50K
37.0,9.0,1.0,0.0,0.0,60.0,<=50K
52.0,9.0,1.0,0.0,0.0,40.0,<=50K
38.0,10.0,1.0,0.0,0.0,40.0,<=50K
49.0,14.0,1.0,0.0,1977.0,45.0,>50K
30.0,13.0,1.0,0.0,0.0,20.0,>50K
60.0,10.0,1.0,0.0,0.0,40.0,>50K
35.0,9.0,1.0,0.0,0.0,40.0,<=50K
30.0,9.0,1.0,0.0,0.0,60.0,<=50K
67.0,11.0,1.0,0.0,0.0,24.0,<=50K
46.0,13.0,1.0,0.0,0.0,40.0,<=50K
17.0,5.0,1.0,0.0,0.0,6.0,<=50K
22.0,10.0,1.0,0.0,0.0,30.0,<=50K
27.0,6.0,1.0,0.0,0.0,40.0,<=50K
23.0,9.0,1.0,0.0,0.0,35.0,<=50K
33.0,12.0,1.0,0.0,0.0,45.0,<=50K
43.0,10.0,1.0,0.0,0.0,20.0,<=50K
28.0,13.0,1.0,0.0,0.0,20.0,<=50K
41.0,9.0,1.0,0.0,0.0,40.0,<=50K
25.0,10.0,1.0,0.0,0.0,20.0,<=50K
59.0,9.0,1.0,0.0,0.0,45.0,<=50K
45.0,13.0,1.0,0.0,0.0,40.0,<=50K
38.0,13.0,1.0,15024.0,0.0,60.0,>50K
40.0,9.0,1.0,0.0,0.0,35.0,<=50K
46.0,9.0,1.0,0.0,0.0,40.0,<=50K
35.0,12.0,1.0,0.0,0.0,60.0,<=50K
34.0,9.0,1.0,0.0,0.0,25.0,<=50K
33.0,13.0,1.0,0.0,0.0,20.0,<=50K
41.0,9.0,1.0,0.0,0.0,35.0,<=50K
20.0,10.0,1.0,0.0,0.0,40.0,<=50K
23.0,3.0,1.0,0.0,0.0,40.0,<=50K
26.0,10.0,1.0,0.0,0.0,35.0,<=50K
23.0,9.0,1.0,0.0,0.0,40.0,<=50K
62.0,9.0,1.0,0.0,0.0,40.0,<=50K
52.0,10.0,1.0,0.0,0.0,40.0,<=50K
58.0,10.0,1.0,0.0,0.0,42.0,<=50K
25.0,13.0,1.0,0.0,0.0,40.0,<=50K
24.0,13.0,1.0,0.0,0.0,40.0,<=50K
19.0,10.0,1.0,0.0,0.0,8.0,<=50K
43.0,10.0,1.0,0.0,0.0,40.0,<=50K
49.0,9.0,1.0,0.0,0.0,40.0,<=50K
39.0,9.0,1.0,0.0,0.0,40.0,<=50K
49.0,11.0,1.0,0.0,1380.0,42.0,<=50K
32.0,11.0,1.0,0.0,0.0,45.0,<=50K
34.0,10.0,1.0,0.0,0.0,50.0,>50K
28.0,9.0,1.0,0.0,0.0,45.0,<=50K
25.0,10.0,1.0,0.0,0.0,20.0,<=50K
34.0,13.0,1.0,0.0,0.0,50.0,>50K
38.0,13.0,1.0,15024.0,0.0,80.0,>50K
50.0,9.0,1.0,7688.0,0.0,50.0,>50K
24.0,10.0,1.0,0.0,0.0,54.0,<=50K
37.0,10.0,1.0,0.0,0.0,45.0,>50K
44.0,10.0,1.0,0.0,0.0,58.0,>50K
