age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year
33,Private,195876,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,44,United-States,<=50K
30,Private,53304,9th,5,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
43,Federal-gov,410867,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
57,Private,237272,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
37,Private,286730,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,212563,HS-grad,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,25,United-States,<=50K
30,Private,117747,HS-grad,9,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,0,1573,35,?,<=50K
34,Local-gov,215175,Bachelors,13,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
29,Local-gov,114495,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,44,United-States,<=50K
48,Self-emp-not-inc,186452,Doctorate,16,Never-married,Prof-specialty,Husband,White,Male,0,1876,52,United-States,<=50K
37,Private,196386,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,>50K
48,Private,171095,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,England,<=50K
32,Federal-gov,236784,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,<=50K
76,Private,122756,Masters,14,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K
44,Private,192443,HS-grad,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,52,United-States,>50K
47,Self-emp-not-inc,149116,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
20,Private,188300,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K
29,Private,101684,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
32,Self-emp-not-inc,301583,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,35,United-States,>50K
17,?,304873,10th,6,Never-married,Adm-clerical,Wife,White,Male,34095,0,32,United-States,<=50K
30,Private,189623,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
31,Private,189265,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,123335,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
24,Private,410615,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,35,United-States,<=50K
38,Private,64885,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K
56,Self-emp-not-inc,319163,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Male,0,1848,44,Canada,>50K
28,Private,377869,Some-college,10,Married-civ-spouse,Sales,Unmarried,White,Male,4064,0,25,United-States,<=50K
36,Private,102864,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
53,Private,94652,9th,5,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,44,United-States,<=50K
56,Self-emp-inc,286002,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
49,Local-gov,191703,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,35,United-States,<=50K
55,Private,234885,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,49,United-States,<=50K
22,Private,101073,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,35,United-States,<=50K
21,Private,199915,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
40,Private,117767,Bachelors,13,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,0,0,52,United-States,<=50K
30,Private,76893,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,35,Germany,<=50K
29,State-gov,254303,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Male,0,0,44,United-States,<=50K
19,Private,284531,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,30,United-States,<=50K
47,Private,287828,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,40,United-States,>50K
20,Private,111697,10th,10,Never-married,Exec-managerial,Own-child,White,Male,0,1719,28,United-States,<=50K
31,Private,113515,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,>50K
35,?,128065,HS-grad,9,Never-married,?,Not-in-family,White,Male,0,0,35,United-States,<=50K
39,Private,349691,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
28,Private,69525,Assoc-acdm,12,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
24,Private,43323,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,1762,40,United-States,<=50K
38,Self-emp-not-inc,119684,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,4386,0,30,United-States,<=50K
37,Private,240150,Bachelors,13,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,44,United-States,<=50K
46,?,146195,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,Black,Female,0,0,36,United-States,<=50K
38,Federal-gov,124591,HS-grad,14,Never-married,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
43,Private,56701,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
27,Private,163127,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,35,United-States,<=50K
20,Private,33355,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,18,United-States,<=50K
49,Private,81859,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K
61,?,65950,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
27,Private,232782,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,301070,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,26,Mexico,<=50K
45,Private,196584,Some-college,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,1564,40,United-States,>50K
70,Private,103643,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,0,0,35,United-States,<=50K
31,Private,185814,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Female,0,0,30,United-States,<=50K
22,Private,171393,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,21,United-States,<=50K
36,Private,108293,HS-grad,9,Divorced,Prof-specialty,Own-child,White,Male,0,0,24,United-States,<=50K
64,Private,176751,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2179,35,United-States,<=50K
43,?,174662,Some-college,10,Married-civ-spouse,?,Own-child,White,Female,0,0,40,United-States,<=50K
47,Private,186009,Bachelors,10,Divorced,Sales,Own-child,White,Male,0,0,38,Mexico,<=50K
34,Private,198183,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
33,Private,163003,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
21,Private,279914,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
52,?,239150,HS-grad,9,Divorced,?,Not-in-family,White,Male,0,0,39,United-States,>50K
48,Private,183203,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,205584,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,35,United-States,<=50K
71,Self-emp-not-inc,471452,Some-college,10,Separated,Sales,Unmarried,Black,Male,0,1741,2,United-States,<=50K
29,Private,186884,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,<=50K
42,Private,217030,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,0,0,44,United-States,<=50K
68,?,38317,1st-4th,2,Divorced,?,Not-in-family,White,Female,0,0,20,United-States,<=50K
25,Private,252752,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Self-emp-inc,78374,Masters,14,Married-spouse-absent,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
28,Private,88419,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England,<=50K
45,Private,195000,Masters,14,Married-civ-spouse,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
36,Private,207157,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Mexico,<=50K
39,Federal-gov,223215,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,36,United-States,<=50K
46,State-gov,101027,Masters,14,Widowed,Protective-serv,Unmarried,White,Male,0,0,35,United-States,<=50K
18,Private,24790,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,14,United-States,<=50K
66,Local-gov,54826,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
27,Private,123586,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,1944,35,United-States,<=50K
28,State-gov,171351,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,35,United-States,<=50K
51,Private,95283,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,35,United-States,>50K
27,Private,408383,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K
28,State-gov,146764,Bachelors,13,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,0,0,35,United-States,>50K
27,Private,253814,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
21,Private,296509,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,35,United-States,<=50K
34,Private,460046,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,35,United-States,<=50K
18,Private,179668,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K
33,Private,36989,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,58,United-States,<=50K
44,Local-gov,176863,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,33,United-States,<=50K
43,Private,114580,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,631947,Some-college,10,Never-married,?,Not-in-family,Black,Male,0,0,39,United-States,<=50K
40,Private,271354,HS-grad,4,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,35,United-States,<=50K
37,Federal-gov,27815,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,36,United-States,>50K
34,Private,287229,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,35,United-States,<=50K
41,Self-emp-not-inc,143129,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Private,135105,Bachelors,13,Separated,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
31,Private,99928,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,<=50K
58,State-gov,108083,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,>50K
38,Private,155222,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,28,United-States,<=50K
24,Private,155755,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,35,United-States,<=50K
41,Local-gov,506830,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,35,United-States,<=50K
47,Private,119679,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,39,United-States,<=50K
41,Federal-gov,129172,Bachelors,13,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,21,United-States,<=50K
23,Private,191765,5th-6th,3,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,35,United-States,<=50K
36,Private,98281,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,<=50K
40,Federal-gov,56795,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,13550,0,55,United-States,>50K
35,Private,137065,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,0,35,United-States,<=50K
24,Private,31510,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
26,Private,397317,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,<=50K
19,?,167265,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,35,Italy,<=50K
51,Private,245777,Bachelors,13,Never-married,Exec-managerial,Husband,White,Male,0,0,44,United-States,>50K
42,Local-gov,254817,Bachelors,10,Separated,Prof-specialty,Own-child,White,Male,0,1340,40,United-States,<=50K
37,State-gov,48211,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,35,United-States,<=50K
18,Private,140164,11th,7,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,127592,Bachelors,13,Never-married,Other-service,Own-child,Black,Male,7298,0,31,United-States,>50K
35,Private,35595,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,52,United-States,<=50K
58,Self-emp-inc,210563,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Male,15024,0,35,United-States,>50K
17,Private,65368,11th,7,Never-married,Sales,Own-child,White,Male,0,0,12,United-States,<=50K
44,Local-gov,157331,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,35,United-States,<=50K
37,Private,200598,Assoc-voc,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,>50K
35,Private,153790,Some-college,10,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
60,Private,85572,HS-grad,9,Divorced,Other-service,Husband,Asian-Pac-Islander,Male,0,0,35,United-States,<=50K
54,Self-emp-inc,124076,7th-8th,4,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,>50K
37,Private,634226,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,52,United-States,>50K
50,Private,313321,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,178107,Bachelors,13,Married-civ-spouse,Sales,Own-child,White,Male,0,0,44,Poland,<=50K
45,Private,107910,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,<=50K
25,Private,240809,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
31,Private,192052,Some-college,10,Never-married,Handlers-cleaners,Husband,White,Male,0,0,35,United-States,<=50K
64,?,183168,1st-4th,2,Divorced,?,Not-in-family,White,Male,0,0,35,United-States,<=50K
90,Private,50356,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,2206,35,United-States,<=50K
54,Private,172826,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Male,0,0,18,United-States,<=50K
53,Local-gov,140359,Preschool,1,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,35,United-States,<=50K
18,Private,243313,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,>50K
60,?,24215,10th,6,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,0,0,10,United-States,<=50K
66,Private,163985,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,1173,0,44,United-States,<=50K
75,Private,314209,Assoc-voc,11,Widowed,Sales,Not-in-family,White,Female,0,0,20,Columbia,<=50K
65,Private,176796,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,515797,11th,7,Separated,Adm-clerical,Not-in-family,Black,Male,3674,0,35,United-States,<=50K
41,Private,130408,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0,0,38,United-States,<=50K
25,Private,155970,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,36,United-States,<=50K
33,Private,110978,HS-grad,10,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,40,United-States,<=50K
28,Private,76417,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,>50K
59,State-gov,255044,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,35,United-States,<=50K
40,Private,170525,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,>50K
41,Private,175935,Bachelors,13,Divorced,Exec-managerial,Husband,White,Male,0,0,44,United-States,>50K
38,Local-gov,113929,Masters,14,Never-married,Exec-managerial,Husband,White,Male,0,0,61,United-States,<=50K
23,Private,114324,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
40,Private,336951,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,35,United-States,<=50K
41,Self-emp-not-inc,196001,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,20,United-States,<=50K
24,State-gov,258932,Assoc-acdm,12,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,44,United-States,<=50K
20,?,118058,Some-college,10,Never-married,?,Own-child,White,Male,0,0,18,United-States,<=50K
38,Private,175495,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,1721,35,United-States,<=50K
