age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income-per-year
48,Private,188909,Some-college,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
23,Local-gov,186720,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,49,United-States,<=50K
20,Private,258730,Some-college,10,Never-married,Sales,Husband,Black,Male,0,0,42,United-States,<=50K
45,Private,377757,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1408,38,United-States,<=50K
30,Federal-gov,59660,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
21,State-gov,308889,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,14,United-States,<=50K
48,Private,234537,Assoc-voc,7,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,38,United-States,<=50K
21,Private,192251,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
19,Private,539864,Preschool,8,Married-AF-spouse,Prof-specialty,Wife,White,Female,0,0,25,United-States,<=50K
29,Private,82576,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,?,<=50K
48,Self-emp-not-inc,257855,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
30,Private,495888,HS-grad,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,41,United-States,<=50K
52,Self-emp-not-inc,88506,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
24,Private,169745,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,47,United-States,<=50K
48,Private,94552,HS-grad,8,Widowed,Adm-clerical,Husband,White,Female,0,0,38,United-States,<=50K
25,Private,285367,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,34,United-States,<=50K
57,Private,337895,HS-grad,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
52,Private,143083,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,37,United-States,<=50K
44,Private,126208,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,38,United-States,<=50K
41,State-gov,101549,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
29,Private,266091,Assoc-voc,11,Never-married,Prof-specialty,Wife,White,Male,0,0,41,United-States,<=50K
25,Private,31627,Assoc-voc,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,38,United-States,<=50K
18,Private,218676,Bachelors,8,Married-civ-spouse,?,Wife,White,Female,0,0,29,?,<=50K
47,Private,51835,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,1617,60,Honduras,>50K
50,Federal-gov,251585,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K
47,Self-emp-inc,108926,HS-grad,8,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,56,United-States,<=50K
43,Private,237993,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,40,United-States,<=50K
46,Private,209370,Assoc-acdm,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,<=50K
35,Private,55390,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,United-States,<=50K
41,Private,146161,Bachelors,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
30,Private,184112,Some-college,8,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,38,United-States,<=50K
30,Private,58930,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,2387,0,38,United-States,<=50K
32,?,288548,7th-8th,4,Never-married,Machine-op-inspct,Husband,White,Male,0,0,38,?,<=50K
48,Private,147863,HS-grad,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K
42,Private,116632,Bachelors,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
29,Private,104993,Some-college,10,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,54,United-States,<=50K
36,Private,153602,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
28,Private,179468,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,38,United-States,<=50K
53,Private,169846,HS-grad,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
49,Self-emp-inc,191681,Some-college,10,Divorced,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
25,?,195678,Some-college,10,Never-married,Other-service,Husband,White,Male,0,0,38,United-States,<=50K
19,Private,101510,Bachelors,10,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,32,United-States,<=50K
30,Private,307404,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Female,0,0,38,United-States,<=50K
27,Self-emp-not-inc,162298,HS-grad,13,Never-married,Sales,Husband,White,Male,0,0,70,United-States,<=50K
23,Private,205019,HS-grad,10,Never-married,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
75,Private,123170,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,18,United-States,<=50K
27,Private,206827,HS-grad,8,Widowed,?,Own-child,White,Male,0,0,38,United-States,<=50K
39,Private,31603,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,38,United-States,<=50K
64,?,205724,Some-college,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
18,Private,307392,Assoc-acdm,7,Married-civ-spouse,Other-service,Wife,White,Male,0,0,21,United-States,<=50K
30,Local-gov,124293,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,38,United-States,<=50K
18,Private,425804,Assoc-voc,8,Widowed,Sales,Not-in-family,White,Male,0,0,29,United-States,<=50K
51,Private,270693,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,Cuba,<=50K
46,Private,50567,HS-grad,8,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,38,United-States,<=50K
57,Private,157813,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
44,Private,343591,HS-grad,8,Divorced,Craft-repair,Not-in-family,White,Female,4101,0,40,United-States,<=50K
52,Private,343944,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,34,United-States,<=50K
49,Local-gov,268234,HS-grad,8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,197054,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,47,United-States,<=50K
30,Private,53434,Bachelors,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,<=50K
43,Local-gov,410867,Assoc-voc,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
56,Private,241528,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
37,Private,281982,Some-college,10,Divorced,Craft-repair,Husband,White,Female,0,0,38,United-States,<=50K
28,Private,205479,Some-college,10,Divorced,Sales,Husband,Black,Female,0,0,25,United-States,<=50K
30,Private,117299,HS-grad,8,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Male,0,1573,34,?,<=50K
33,Local-gov,226296,HS-grad,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
29,Local-gov,115176,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,47,United-States,<=50K
48,Private,191277,10th,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1617,60,United-States,<=50K
36,Private,202683,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,48,United-States,>50K
48,Private,168294,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,38,England,<=50K
32,Federal-gov,241065,HS-grad,8,Never-married,Machine-op-inspct,Husband,Black,Male,0,0,38,United-States,<=50K
76,Private,124191,Bachelors,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
44,Private,198282,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4687,0,60,United-States,<=50K
47,Self-emp-not-inc,147393,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,47,United-States,<=50K
20,Private,184400,Some-college,10,Married-civ-spouse,Tech-support,Unmarried,White,Female,0,0,38,United-States,<=50K
29,Private,103024,HS-grad,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
30,Self-emp-inc,317660,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,2829,0,40,United-States,<=50K
17,?,302097,Assoc-voc,6,Married-civ-spouse,?,Husband,White,Male,34095,0,32,United-States,<=50K
30,Private,190319,Some-college,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,<=50K
30,Local-gov,185480,HS-grad,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,38,United-States,<=50K
42,Private,123170,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K
24,Private,414871,Bachelors,13,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,38,United-States,<=50K
37,Private,63918,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,335605,HS-grad,8,Married-civ-spouse,Other-service,Husband,White,Male,0,1590,50,Canada,<=50K
28,Private,370494,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,3942,0,25,United-States,<=50K
36,Private,102606,Bachelors,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,<=50K
52,Private,95654,10th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,47,United-States,<=50K
55,Self-emp-inc,298717,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States,<=50K
49,Local-gov,197371,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
54,Private,239058,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,<=50K
21,Private,102493,HS-grad,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,39,United-States,<=50K
21,Private,194954,Assoc-acdm,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,0,38,United-States,<=50K
39,Private,118303,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,56,United-States,<=50K
30,Private,77143,Bachelors,13,Never-married,Exec-managerial,Husband,Black,Male,0,0,38,Germany,<=50K
27,State-gov,267989,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
19,Private,296991,Some-college,10,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,0,0,34,United-States,<=50K
47,Private,287828,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
20,Private,110871,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,1719,27,United-States,<=50K
29,Private,114937,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
35,?,127366,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,<=50K
39,Private,358199,Some-college,10,Separated,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
28,Private,69621,Assoc-acdm,12,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,56,United-States,<=50K
24,Private,41099,HS-grad,8,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,1741,38,United-States,<=50K
38,Self-emp-not-inc,119751,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,34,United-States,<=50K
37,Private,245369,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States,<=50K
46,Private,144968,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Black,Female,0,0,35,United-States,<=50K
37,Federal-gov,125933,Some-college,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,Iran,<=50K
43,Self-emp-not-inc,55938,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K
27,Private,160784,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,34,United-States,<=50K
20,Private,33729,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,18,United-States,<=50K
49,Private,80057,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
59,Self-emp-inc,66473,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
27,Private,224640,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,38,United-States,<=50K
19,Private,314645,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,29,United-States,<=50K
45,Private,196584,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,0,1092,40,United-States,<=50K
67,Local-gov,104737,Bachelors,10,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,38,United-States,<=50K
30,Private,182308,HS-grad,8,Separated,Sales,Husband,Black,Male,0,0,29,United-States,<=50K
21,Private,172052,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States,<=50K
36,Private,107248,HS-grad,8,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K
62,Private,177374,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2163,38,United-States,<=50K
43,Private,171306,HS-grad,10,Never-married,?,Husband,White,Male,0,0,38,United-States,<=50K
47,Local-gov,182395,Some-college,10,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,37,United-States,<=50K
34,Private,192936,Assoc-voc,8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,<=50K
33,Private,160647,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,38,Philippines,<=50K
21,Private,290856,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,34,United-States,<=50K
52,?,252903,HS-grad,8,Divorced,?,Not-in-family,White,Male,0,0,45,United-States,<=50K
48,Private,183780,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
23,Private,207301,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,38,United-States,<=50K
68,Self-emp-not-inc,469864,Some-college,10,Separated,Sales,Unmarried,Black,Male,0,1844,2,United-States,<=50K
29,Private,187352,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K
42,Private,220421,Bachelors,13,Separated,Exec-managerial,Not-in-family,Black,Male,0,0,47,United-States,<=50K
65,Private,36467,HS-grad,2,Married-civ-spouse,?,Husband,White,Female,0,0,18,United-States,<=50K
25,Private,243878,Masters,8,Never-married,Other-service,Husband,White,Female,0,0,38,United-States,<=50K
44,Self-emp-inc,78383,Masters,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,38,United-States,<=50K
28,Private,88368,HS-grad,8,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Female,0,0,38,England,<=50K
45,Self-emp-not-inc,201080,Masters,14,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,201155,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Female,0,0,38,Mexico,<=50K
39,Federal-gov,226947,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
46,State-gov,102470,Masters,14,Widowed,Protective-serv,Not-in-family,White,Male,0,0,38,United-States,<=50K
18,Private,24872,HS-grad,7,Never-married,Craft-repair,Husband,White,Male,0,0,15,United-States,<=50K
64,Local-gov,54152,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,18,United-States,<=50K
27,Private,123343,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2001,38,United-States,<=50K
28,State-gov,172046,HS-grad,8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,<=50K
51,Private,94954,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1651,40,United-States,<=50K
27,Private,411587,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,47,United-States,<=50K
26,State-gov,149624,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,245062,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
21,Private,310889,Some-college,8,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,38,United-States,<=50K
34,Private,461678,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Male,0,0,38,United-States,<=50K
18,Private,180382,HS-grad,8,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,10,United-States,<=50K
33,Private,35961,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
44,Private,181344,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,Black,Male,0,0,38,United-States,<=50K
43,Private,114204,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K
30,Private,595461,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,0,0,43,United-States,<=50K
39,Private,286370,7th-8th,3,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Mexico,<=50K
36,Federal-gov,29054,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,>50K
34,Private,300871,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,38,United-States,<=50K
41,Self-emp-not-inc,141795,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,38,United-States,<=50K
52,Private,133821,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,47,United-States,<=50K
30,Private,99928,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,47,United-States,<=50K
58,State-gov,109567,Doctorate,16,Divorced,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
38,Private,153486,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,27,United-States,<=50K
24,Private,157287,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
41,Local-gov,512828,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,38,United-States,<=50K
47,Private,119722,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,43,United-States,<=50K
41,Federal-gov,128591,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States,<=50K
23,Private,192349,5th-6th,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,38,United-States,<=50K
36,Private,99385,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
39,Federal-gov,56795,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,3908,0,55,United-States,<=50K
34,Private,138992,Some-college,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,2463,0,40,United-States,>50K
24,Self-emp-not-inc,32172,HS-grad,8,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
26,Private,386136,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1844,38,United-States,<=50K
19,?,167963,HS-grad,8,Never-married,Transport-moving,Own-child,White,Male,0,0,38,Italy,<=50K
51,Private,259323,Bachelors,13,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,50,United-States,<=50K
42,Local-gov,245975,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,1258,38,United-States,<=50K
37,State-gov,46496,Bachelors,8,Divorced,Transport-moving,Husband,White,Male,0,0,34,United-States,<=50K
18,Private,138852,11th,7,Married-civ-spouse,Sales,Own-child,White,Male,0,0,38,United-States,<=50K
35,Private,128757,Bachelors,13,Divorced,Other-service,Wife,Black,Male,2463,0,36,United-States,<=50K
35,Private,35092,HS-grad,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,56,United-States,<=50K
58,Private,210563,HS-grad,8,Divorced,Craft-repair,Unmarried,White,Female,4687,0,35,United-States,<=50K
17,Private,65372,Some-college,7,Married-civ-spouse,Sales,Unmarried,White,Female,0,0,10,United-States,<=50K
44,Local-gov,159046,HS-grad,8,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,38,United-States,<=50K
36,Private,208358,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,152150,Assoc-voc,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,0,0,38,United-States,<=50K
58,Private,85812,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,38,United-States,<=50K
54,Self-emp-inc,125417,7th-8th,3,Never-married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,635913,Assoc-voc,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,60,United-States,>50K
49,Private,311124,Assoc-acdm,12,Divorced,Sales,Husband,White,Male,0,0,38,United-States,<=50K
38,Private,178724,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,Poland,<=50K
45,Private,108502,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,51,United-States,<=50K
25,Private,246117,Assoc-acdm,6,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,38,United-States,<=50K
30,Private,192768,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,<=50K
62,?,183710,Some-college,2,Divorced,?,Husband,White,Male,0,0,38,United-States,<=50K
90,Private,50929,Some-college,8,Never-married,Craft-repair,Husband,Black,Male,0,2206,38,United-States,<=50K
53,Private,173664,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,18,United-States,<=50K
52,Local-gov,138970,HS-grad,1,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,34,United-States,<=50K
18,Private,235829,HS-grad,8,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,<=50K
58,Private,23740,10th,6,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,0,0,9,United-States,<=50K
64,Self-emp-not-inc,165065,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,1409,0,47,United-States,<=50K
72,Private,311569,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,18,United-States,<=50K
63,Private,173888,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Female,0,0,38,United-States,<=50K
35,Private,533147,Some-college,7,Separated,Transport-moving,Not-in-family,Black,Male,3674,0,38,United-States,<=50K
41,Private,128392,HS-grad,8,Divorced,Sales,Unmarried,Black,Male,0,0,37,United-States,<=50K
25,Private,157443,Some-college,10,Never-married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,110331,Some-college,10,Divorced,Craft-repair,Husband,Other,Female,0,0,38,United-States,<=50K
26,Private,74712,Bachelors,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K
57,State-gov,262617,HS-grad,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
39,State-gov,167915,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K
41,Private,180138,Assoc-voc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
37,Local-gov,115076,Bachelors,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,70,United-States,<=50K
23,Private,114988,Bachelors,8,Married-spouse-absent,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K
