age,education-num,capital-gain,capital-loss,hours-per-week,sex,income-per-year
49,14,0,1977,45,1,1
30,13,0,0,16,0,1
60,10,0,0,40,1,1
35,9,0,0,40,1,0
30,9,0,0,60,1,0
67,11,0,0,24,0,0
46,13,0,0,40,0,0
17,5,0,0,6,1,0
22,10,0,0,30,1,0
27,6,0,0,40,1,0
23,9,0,0,35,0,0
33,12,0,0,45,1,0
43,10,0,0,20,1,0
28,13,0,0,20,1,0
41,9,0,0,40,0,0
25,10,0,0,20,0,0
59,9,0,0,45,1,0
45,13,0,0,40,0,0
38,13,15024,0,60,1,1
40,9,0,0,35,0,0
46,9,0,0,40,1,0
35,12,0,0,60,0,0
34,9,0,0,25,0,0
33,13,0,0,20,1,0
41,9,0,0,36,0,0
20,10,0,0,40,1,0
23,3,0,0,40,1,0
26,10,0,0,35,0,0
23,9,0,0,40,1,0
62,9,0,0,40,1,0
52,10,0,0,40,1,0
58,10,0,0,42,0,0
25,13,0,0,40,0,0
24,13,0,0,40,1,0
19,10,0,0,8,1,0
43,10,0,0,40,1,0
47,9,0,0,40,0,0
39,9,0,0,40,0,0
49,11,0,1380,42,1,0
32,11,0,0,45,1,0
34,10,0,0,50,1,1
28,9,0,0,45,1,0
25,10,0,0,20,0,0
34,13,0,0,50,1,1
38,13,15024,0,80,1,1
50,9,7688,0,50,1,1
24,10,0,0,50,1,0
37,10,0,0,45,1,1
44,10,0,0,58,1,1
28,10,0,0,40,0,0
42,13,0,0,40,1,1
74,10,0,0,9,0,0
38,9,0,0,50,1,0
44,14,0,0,40,1,0
44,7,0,0,46,0,0
26,9,0,0,40,1,0
36,9,0,0,40,1,0
41,12,0,0,50,0,1
67,15,20051,0,48,1,1
39,8,0,0,50,1,0
57,2,0,0,30,0,0
29,11,0,0,40,1,0
31,13,0,0,45,0,0
44,10,0,0,40,1,0
29,16,0,0,40,1,0
30,10,0,0,40,0,0
27,9,0,0,40,1,0
27,10,0,0,50,1,0
32,9,0,0,45,0,0
58,6,0,0,8,0,0
35,10,0,0,40,1,0
21,9,0,0,36,1,0
28,10,0,0,40,1,0
46,10,0,0,50,1,0
36,9,0,0,40,0,0
72,7,0,0,40,0,0
35,9,0,0,40,0,0
33,11,0,0,40,0,1
69,7,0,0,40,0,0
35,9,0,0,40,1,0
34,9,0,0,32,0,0
30,7,0,0,40,1,0
28,13,0,0,55,1,0
54,13,0,0,35,1,1
47,10,0,0,50,1,1
24,9,0,0,40,0,0
52,13,0,0,60,1,1
20,9,0,0,48,1,0
43,14,5013,0,45,1,0
45,4,0,0,40,0,0
29,9,0,0,35,1,0
47,14,0,0,42,1,0
24,9,0,0,40,1,0
51,9,0,0,40,1,0
17,7,0,0,12,1,0
37,11,0,1977,40,1,1
27,16,0,0,70,0,0
29,13,0,0,40,1,1
36,12,0,0,35,0,0
58,13,0,0,40,0,0
26,10,0,0,45,1,0
57,9,0,0,40,1,1
59,9,0,0,40,1,0
27,9,0,0,40,1,0
31,13,0,0,40,1,0
21,10,0,0,24,0,0
29,10,0,0,60,1,0
18,7,0,0,40,1,0
52,6,0,1887,47,1,1
57,13,0,0,80,1,0
60,4,0,0,48,1,1
31,13,7688,0,40,1,1
23,13,0,0,40,0,0
27,9,0,0,40,1,0
42,15,0,1902,50,1,1
25,10,2174,0,40,1,0
49,13,0,0,45,0,0
32,13,0,0,40,1,0
19,10,0,0,28,1,0
60,4,0,0,40,0,0
42,5,0,0,40,1,0
35,12,0,0,40,1,0
48,9,0,0,37,0,0
51,14,0,0,40,1,1
29,9,0,0,40,1,0
36,9,0,0,40,1,0
17,6,0,0,21,0,0
52,14,6849,0,60,0,0
24,9,0,0,40,1,0
24,9,0,0,50,1,0
26,13,1055,0,40,1,0
27,13,0,0,20,0,0
39,9,0,0,60,1,0
30,9,0,0,45,1,0
50,9,0,0,32,1,0
52,13,0,0,55,1,0
46,15,15024,0,45,1,1
23,13,0,0,20,0,0
45,7,0,0,20,0,0
65,5,0,0,24,0,0
29,11,0,0,55,1,0
47,5,0,0,40,1,0
30,9,0,0,60,1,0
34,9,0,0,45,1,1
38,9,0,0,64,1,0
33,10,0,0,40,1,1
49,13,0,0,26,1,1
47,10,0,0,40,0,0
49,6,0,0,40,0,0
43,10,15024,0,60,1,1
30,13,0,0,40,0,1
58,9,0,0,60,1,0
19,9,0,0,14,0,0
21,13,0,0,40,1,0
33,13,15024,0,60,1,1
47,3,0,0,50,1,0
52,16,0,0,60,1,1
26,9,0,0,55,1,0
60,9,0,0,40,1,0
21,10,0,0,40,1,0
36,10,5178,0,50,1,1
31,10,0,0,45,1,0
50,16,0,0,40,1,1
31,9,0,0,40,0,0
71,9,0,0,15,1,0
30,13,0,0,40,1,1
20,10,0,0,20,1,0
24,9,4101,0,50,1,0
35,16,0,0,40,1,1
38,10,0,0,45,0,0
27,9,0,0,32,0,0
29,10,0,0,40,0,0
34,9,0,0,45,1,0
44,4,0,0,35,1,0
43,9,0,0,40,1,1
44,8,0,0,40,1,1
35,14,0,0,60,1,0
27,10,0,0,40,1,0
43,14,0,0,38,1,0
20,10,0,0,25,0,0
42,12,8614,0,40,0,1
27,10,3411,0,40,1,0
42,9,0,0,40,1,1
24,5,0,1721,40,1,0
48,10,0,0,40,1,0
17,7,0,0,10,1,0
33,13,0,0,40,1,1
50,9,0,0,50,1,1
22,9,2597,0,40,0,0
17,8,0,0,16,1,0
32,10,0,0,40,1,0
31,9,0,0,45,1,0
58,9,0,0,50,1,0
29,9,0,0,48,1,0
37,11,0,0,40,1,1
34,9,0,0,40,1,1
23,10,0,0,40,1,0
18,7,0,0,5,0,0
34,9,0,0,40,0,0
45,13,0,0,55,0,0
41,14,0,0,35,1,0
26,9,0,0,30,1,0
54,10,0,0,40,1,0
24,10,0,0,45,0,0
42,10,0,0,50,1,0
20,10,0,0,20,1,0
23,13,0,0,20,0,0
35,14,0,0,60,1,1
31,14,0,1902,40,1,1
30,13,0,0,40,0,0
19,9,0,0,20,0,0
36,13,0,0,50,1,0
31,13,0,1380,40,0,0
21,10,0,0,30,1,0
31,10,0,0,40,1,0
46,16,25236,0,65,0,1
44,13,0,0,50,0,1
40,8,0,0,40,1,0
45,10,0,0,40,1,0
60,9,0,0,35,1,0
18,7,0,0,25,1,0
28,13,0,0,40,1,0
36,10,0,0,40,0,0
40,11,4386,0,40,1,0
36,13,0,0,35,0,0
31,9,0,0,40,0,0
33,9,0,0,40,1,0
19,9,0,0,40,0,0
22,10,0,0,15,0,0
34,13,0,0,45,1,1
33,9,0,0,40,1,0
41,9,0,2051,60,1,0
29,13,4650,0,40,1,0
50,9,0,0,42,1,1
42,13,7298,0,45,1,1
44,9,0,0,40,0,0
20,10,0,0,20,0,0
31,9,0,0,40,1,0
23,10,0,0,24,0,0
55,10,0,0,40,0,0
26,11,0,2377,45,1,0
25,11,0,0,15,0,0
35,10,2407,0,40,1,0
36,10,0,0,36,0,0
43,13,0,0,50,1,0
56,9,594,0,20,0,0
42,13,0,0,40,1,1
19,10,0,0,25,0,0
55,9,0,0,72,1,0
42,14,14084,0,50,0,1
26,11,0,0,40,1,0
17,8,0,0,20,1,0
42,13,0,0,40,0,1
55,9,7688,0,40,1,1
32,10,0,0,40,0,0
29,7,0,0,40,1,0
46,13,0,0,37,1,0
29,13,7688,0,40,1,1
22,13,0,0,20,1,0
58,6,0,0,40,1,0
23,9,0,0,50,1,0
39,9,0,0,40,1,0
27,11,0,0,38,1,0
54,9,0,0,40,1,1
33,13,0,0,45,0,0
46,9,0,0,40,0,1
37,9,0,0,40,1,0
36,9,0,0,18,0,0
59,9,0,0,38,0,1
34,9,0,0,40,1,0
53,16,0,0,70,1,1
51,13,0,0,55,1,1
32,6,0,0,42,0,0
31,10,0,0,40,1,0
22,10,0,0,30,0,0
47,13,0,0,50,0,0
32,9,0,0,40,1,0
26,10,0,0,38,0,0
37,3,0,0,32,1,0
31,9,0,0,55,1,0
37,11,0,0,24,0,1
55,9,0,0,38,1,0
23,11,0,0,56,1,0
36,10,0,0,40,0,0
43,13,0,0,50,1,1
54,10,0,0,40,1,0
28,11,0,1669,42,0,0
40,11,0,0,50,1,1
41,10,0,0,60,1,0
40,13,0,0,55,0,1
42,10,0,0,38,0,0
61,9,0,2352,50,1,0
18,8,0,0,30,1,0
48,11,0,0,50,1,1
41,13,0,0,40,1,0
23,9,2463,0,40,0,0
60,9,0,0,60,1,1
22,10,0,0,20,1,0
61,9,0,0,40,1,0
25,9,0,0,40,1,0
46,14,0,0,35,1,1
43,13,0,1902,40,1,1
43,12,0,0,40,1,0
24,9,0,1721,30,1,0
68,7,0,0,20,1,0
31,9,0,0,38,0,0
17,7,0,0,20,0,0
32,9,5178,0,48,1,1
33,13,3103,0,47,1,1
64,13,0,0,40,1,1
20,9,0,0,30,1,0
30,9,0,0,36,0,0
43,10,0,0,45,1,0
22,10,0,0,40,1,0
17,6,0,0,20,1,0
47,9,0,0,75,0,0
41,11,0,0,60,0,0
56,10,0,0,50,1,1
64,9,0,0,45,1,0
47,9,0,0,50,1,1
48,11,0,0,40,1,0
31,14,0,0,46,0,0
29,11,0,0,40,1,0
30,9,0,0,40,0,0
32,9,0,1672,60,1,0
57,9,0,653,42,1,1
62,9,0,0,40,0,0
39,9,0,0,24,0,0
43,10,0,0,25,1,0
24,13,0,0,40,1,0
53,10,4386,0,40,0,1
26,10,0,0,40,1,0
73,9,0,0,40,1,0
55,9,0,0,40,1,0
25,9,0,0,40,1,0
41,13,0,0,50,0,1
24,13,0,0,50,1,0
63,9,0,0,6,1,0
17,7,0,0,20,1,0
35,10,0,0,50,1,0
51,10,0,0,40,1,1
62,13,0,0,48,0,0
55,9,4386,0,40,1,1
43,10,0,0,40,1,0
40,9,0,0,50,0,0
37,13,0,0,45,1,1
39,13,0,0,40,1,0
31,9,0,0,18,1,0
61,14,0,0,40,0,1
26,11,0,0,55,0,0
46,9,0,0,50,1,0
26,13,0,0,40,0,0
48,16,0,0,50,1,1
34,9,0,0,40,1,0
34,9,0,0,40,0,0
59,9,0,0,40,1,1
34,13,0,0,40,0,0
49,13,0,0,56,0,1
18,7,0,0,20,0,0
43,9,0,0,40,1,0
48,7,0,0,50,1,0
28,10,0,0,70,1,0
33,9,0,0,40,1,0
24,10,0,0,15,0,0
21,6,0,0,40,1,0
17,7,0,0,28,1,0
39,10,0,0,50,1,1
29,13,0,0,40,1,0
44,13,0,0,40,1,1
24,10,0,0,50,1,0
71,14,10605,0,40,1,1
51,13,0,2415,40,1,1
55,3,0,0,25,1,0
41,13,0,0,60,1,1
23,9,0,0,7,0,0
38,11,0,0,40,0,0
39,9,0,0,40,1,1
19,9,0,0,30,0,0
49,5,0,0,40,0,0
32,13,0,0,40,1,1
27,9,0,0,70,1,0
38,13,0,0,50,1,1
33,10,0,0,60,0,0
23,13,0,0,28,1,0
54,9,0,0,40,1,0
29,11,2174,0,45,0,0
35,13,0,0,40,1,0
28,11,0,0,40,0,0
37,13,7688,0,50,1,1
42,15,0,0,65,1,1
40,14,0,0,40,1,0
47,10,0,0,55,1,0
22,13,0,0,50,0,0
30,13,0,0,45,1,1
28,9,0,0,40,1,0
63,4,0,0,55,1,0
51,5,0,0,20,1,0
22,9,0,0,40,0,0
35,9,0,0,45,1,0
46,9,0,0,38,0,0
37,10,0,0,52,1,0
24,13,0,0,15,1,0
37,9,0,0,10,1,0
53,10,0,0,40,1,0
27,9,0,0,30,1,0
38,10,0,0,44,1,0
53,6,0,0,60,1,0
34,10,0,0,40,1,0
23,9,0,0,40,1,0
39,13,15024,0,45,1,1
43,14,0,0,50,0,0
67,9,0,0,40,1,1
81,9,0,0,30,1,0
21,10,0,0,20,1,0
23,10,0,0,25,1,0
25,10,0,0,40,1,0
42,3,0,0,38,0,0
38,10,0,0,40,0,0
32,9,0,0,40,1,0
37,9,0,0,40,1,0
51,14,0,0,60,1,1
22,10,0,0,42,0,0
33,2,0,0,40,0,0
42,9,0,0,55,1,0
51,1,0,0,40,1,0
23,9,0,0,40,0,0
37,7,3103,0,44,1,1
37,9,0,0,99,1,1
47,14,0,0,25,0,0
41,15,0,2415,40,1,1
33,9,0,0,30,1,0
31,13,0,0,40,1,1
31,12,0,0,40,0,0
35,9,0,0,40,1,0
38,9,0,0,40,1,1
18,9,0,0,45,0,0
20,9,0,0,40,1,0
54,10,0,0,35,0,0
40,10,0,0,40,0,0
36,13,0,1977,45,0,1
43,10,0,0,35,1,0
44,10,0,0,40,1,0
44,9,0,0,40,0,1
43,14,0,0,43,1,1
51,4,0,0,40,0,0
18,9,0,0,20,0,0
51,10,0,0,40,1,0
44,10,0,0,70,1,1
33,6,0,0,40,1,0
33,13,0,0,40,1,1
42,12,0,0,40,1,1
25,10,0,0,45,1,0
32,9,0,0,38,0,0
32,13,0,0,70,1,0
36,6,0,0,40,0,0
28,9,0,0,40,1,0
20,9,0,0,20,0,0
35,10,0,0,60,1,1
55,9,0,0,20,1,0
48,13,0,0,40,1,1
34,9,0,0,35,1,1
28,13,0,0,35,0,0
67,13,0,2392,40,1,1
37,9,0,0,40,1,0
44,9,0,0,70,1,0
25,10,0,0,40,0,0
21,10,4101,0,40,0,0
40,14,0,0,35,1,1
78,9,2964,0,40,0,0
34,9,0,0,40,1,0
49,9,0,0,44,0,0
22,12,0,0,40,0,0
60,9,0,0,42,1,0
45,9,0,0,40,1,1
63,11,0,0,20,0,0
41,9,0,0,35,0,0
47,9,0,0,40,0,0
44,9,0,0,40,1,0
51,10,3325,0,40,0,0
46,13,0,1504,40,1,0
41,11,0,0,40,1,0
50,9,0,0,30,1,0
47,9,0,0,50,1,1
35,9,0,0,45,1,0
56,9,0,0,55,1,1
45,14,0,0,45,1,0
48,13,0,0,58,1,1
40,10,2580,0,40,1,0
39,13,15024,0,50,1,1
20,10,0,0,40,1,0
50,16,0,1902,65,1,1
38,9,0,0,40,0,1
23,13,0,0,60,0,0
31,9,0,0,16,1,0
58,13,0,0,40,1,0
66,9,0,0,40,1,0
39,9,0,0,40,1,1
54,9,15024,0,52,1,1
26,10,0,0,50,1,0
51,9,0,0,40,0,0
34,11,0,0,40,1,0
50,9,3103,0,40,1,1
42,10,0,0,44,1,1
38,14,0,0,25,1,0
48,4,0,0,40,1,0
33,11,0,0,40,0,1
51,9,0,0,32,0,0
22,9,0,0,40,1,0
41,10,0,0,50,1,0
48,14,0,0,35,1,1
42,9,0,0,30,0,0
34,10,0,0,40,1,0
23,9,0,0,40,0,0
56,9,0,0,50,1,0
45,9,0,0,55,1,1
48,6,0,0,40,0,0
48,14,0,0,50,1,0
31,11,0,0,40,0,0
20,12,0,1719,20,1,0
27,10,0,0,40,1,0
32,9,0,0,40,0,0
37,9,0,0,75,1,0
34,9,0,0,30,0,0
90,9,0,0,40,0,0
23,10,0,0,40,0,0
43,10,0,0,40,0,0
44,13,7688,0,60,1,1
24,10,0,0,37,0,0
28,15,0,0,55,1,0
23,10,0,0,40,1,0
20,10,0,0,50,0,0
36,13,0,1902,50,1,1
61,9,0,0,40,1,0
53,13,0,0,40,1,1
30,13,7298,0,40,1,1
52,10,0,0,55,1,1
38,10,0,0,40,1,0
32,13,0,0,40,1,0
30,8,0,0,75,1,0
41,11,0,0,40,0,0
49,14,0,1902,40,1,1
45,9,0,0,47,1,1
43,9,0,0,35,1,0
61,9,3471,0,40,1,0
54,9,0,0,32,1,0
34,12,0,0,40,0,0
49,10,0,0,80,1,1
38,10,0,0,40,1,0
35,15,0,1977,80,1,1
36,8,0,0,40,1,0
30,13,0,0,50,1,0
36,12,0,0,60,0,0
22,13,0,0,20,0,0
